icd11_code,icd11_title,icd11_uri,browser_link,pool_tier
MC20.2,Hypopyon,http://id.who.int/icd/entity/803985395,https://icd.who.int/browse/2025-01/mms/en#803985395,B
MC21.0,Profound impairment of electrooculogram,http://id.who.int/icd/entity/1150458544,https://icd.who.int/browse/2025-01/mms/en#1150458544,B
MC21.1,Normal electroretinogram,http://id.who.int/icd/entity/1591059562,https://icd.who.int/browse/2025-01/mms/en#1591059562,B
MC40,Plugged feeling ear,http://id.who.int/icd/entity/742767859,https://icd.who.int/browse/2025-01/mms/en#742767859,B
MC41,Tinnitus,http://id.who.int/icd/entity/1089305710,https://icd.who.int/browse/2025-01/mms/en#1089305710,B
MC80.00,White coat hypertension,http://id.who.int/icd/entity/461779987,https://icd.who.int/browse/2025-01/mms/en#461779987,B
MC80.01,Combined diastolic and systolic elevated blood pressure reading without diagnosis of hypertension,http://id.who.int/icd/entity/805200733,https://icd.who.int/browse/2025-01/mms/en#805200733,B
MC80.02,Diastolic elevated blood pressure reading without diagnosis of hypertension,http://id.who.int/icd/entity/1893321454,https://icd.who.int/browse/2025-01/mms/en#1893321454,B
MC80.03,Systolic elevated blood pressure reading without diagnosis of hypertension,http://id.who.int/icd/entity/630602913,https://icd.who.int/browse/2025-01/mms/en#630602913,B
MC80.1,Nonspecific low blood-pressure reading,http://id.who.int/icd/entity/2054210520,https://icd.who.int/browse/2025-01/mms/en#2054210520,B
MC81.2,Palpitations,http://id.who.int/icd/entity/257569559,https://icd.who.int/browse/2025-01/mms/en#257569559,B
MC81.3,Paroxysmal tachycardia,http://id.who.int/icd/entity/1926915195,https://icd.who.int/browse/2025-01/mms/en#1926915195,B
MC81.4,"Pulseless electrical activity, not elsewhere classified",http://id.who.int/icd/entity/1551889515,https://icd.who.int/browse/2025-01/mms/en#1551889515,B
MC82.0,Ventricular tachycardia and fibrillation cardiac arrest,http://id.who.int/icd/entity/1966487547,https://icd.who.int/browse/2025-01/mms/en#1966487547,B
MC82.1,Bradycardic cardiac arrest,http://id.who.int/icd/entity/1782916831,https://icd.who.int/browse/2025-01/mms/en#1782916831,B
MC82.2,Asystolic cardiac arrest,http://id.who.int/icd/entity/1903057237,https://icd.who.int/browse/2025-01/mms/en#1903057237,B
MC82.3,Cardiac arrest with pulseless electrical activity,http://id.who.int/icd/entity/547109156,https://icd.who.int/browse/2025-01/mms/en#547109156,B
MC82.4,Cardiopulmonary arrest,http://id.who.int/icd/entity/2121132007,https://icd.who.int/browse/2025-01/mms/en#2121132007,B
MC83.0,Benign or innocent cardiac murmurs,http://id.who.int/icd/entity/38037245,https://icd.who.int/browse/2025-01/mms/en#38037245,B
MC83.1,Other cardiac sounds,http://id.who.int/icd/entity/329448344,https://icd.who.int/browse/2025-01/mms/en#329448344,B
MC84,Cardiovascular pain,http://id.who.int/icd/entity/1092998509,https://icd.who.int/browse/2025-01/mms/en#1092998509,B
MC85,Gangrene,http://id.who.int/icd/entity/188156827,https://icd.who.int/browse/2025-01/mms/en#188156827,B
MC86,Precordial pain,http://id.who.int/icd/entity/874725975,https://icd.who.int/browse/2025-01/mms/en#874725975,B
MC87,Pressure or tightness of heart,http://id.who.int/icd/entity/741803000,https://icd.who.int/browse/2025-01/mms/en#741803000,B
MC88,Prominent veins,http://id.who.int/icd/entity/1412769398,https://icd.who.int/browse/2025-01/mms/en#1412769398,B
MC90,Clinical findings on diagnostic imaging of heart or coronary circulation,http://id.who.int/icd/entity/356779665,https://icd.who.int/browse/2025-01/mms/en#356779665,B
MC91,Results of function studies of the circulatory system,http://id.who.int/icd/entity/1071377082,https://icd.who.int/browse/2025-01/mms/en#1071377082,B
MD10,Abnormal sputum,http://id.who.int/icd/entity/51680510,https://icd.who.int/browse/2025-01/mms/en#51680510,B
MD11.0,Apnoea,http://id.who.int/icd/entity/992235907,https://icd.who.int/browse/2025-01/mms/en#992235907,B
MD11.1,Asphyxia,http://id.who.int/icd/entity/2008663041,https://icd.who.int/browse/2025-01/mms/en#2008663041,B
MD11.2,Ataxic breathing,http://id.who.int/icd/entity/1942458143,https://icd.who.int/browse/2025-01/mms/en#1942458143,B
MD11.3,Breath holding,http://id.who.int/icd/entity/1569331933,https://icd.who.int/browse/2025-01/mms/en#1569331933,B
MD11.4,Sleep related Cheyne-Stokes respiration,http://id.who.int/icd/entity/1301301060,https://icd.who.int/browse/2025-01/mms/en#1301301060,B
MD11.5,Dyspnoea,http://id.who.int/icd/entity/960305085,https://icd.who.int/browse/2025-01/mms/en#960305085,B
MD11.6,Hiccough,http://id.who.int/icd/entity/798509501,https://icd.who.int/browse/2025-01/mms/en#798509501,B
MD11.7,Hyperventilation,http://id.who.int/icd/entity/1048499416,https://icd.who.int/browse/2025-01/mms/en#1048499416,B
MD11.80,Stertor,http://id.who.int/icd/entity/1448630017,https://icd.who.int/browse/2025-01/mms/en#1448630017,B
MD11.9,Nasal congestion,http://id.who.int/icd/entity/1251924794,https://icd.who.int/browse/2025-01/mms/en#1251924794,B
MD11.A,Sneezing,http://id.who.int/icd/entity/1255375913,https://icd.who.int/browse/2025-01/mms/en#1255375913,B
MD11.B,Stridor,http://id.who.int/icd/entity/1551292969,https://icd.who.int/browse/2025-01/mms/en#1551292969,B
MD11.C,Wheezing,http://id.who.int/icd/entity/685476566,https://icd.who.int/browse/2025-01/mms/en#685476566,B
MD11.D,Yawning,http://id.who.int/icd/entity/1198766532,https://icd.who.int/browse/2025-01/mms/en#1198766532,B
MD12,Cough,http://id.who.int/icd/entity/2027526159,https://icd.who.int/browse/2025-01/mms/en#2027526159,B
MD20,Epistaxis,http://id.who.int/icd/entity/608337668,https://icd.who.int/browse/2025-01/mms/en#608337668,B
MD21,Haemorrhage from throat,http://id.who.int/icd/entity/1091154582,https://icd.who.int/browse/2025-01/mms/en#1091154582,B
MD22,Haemoptysis,http://id.who.int/icd/entity/899998313,https://icd.who.int/browse/2025-01/mms/en#899998313,B
MD23,Haemorrhage from other sites in respiratory passages,http://id.who.int/icd/entity/717617622,https://icd.who.int/browse/2025-01/mms/en#717617622,B
MD24,Acute idiopathic pulmonary haemorrhage in infants over 28 days of age,http://id.who.int/icd/entity/2102609238,https://icd.who.int/browse/2025-01/mms/en#2102609238,B
MD30.0,Chest pain on breathing,http://id.who.int/icd/entity/1083052714,https://icd.who.int/browse/2025-01/mms/en#1083052714,B
MD30.1,Other chest pain,http://id.who.int/icd/entity/1365807043,https://icd.who.int/browse/2025-01/mms/en#1365807043,B
MD31,Pleurisy,http://id.who.int/icd/entity/317852053,https://icd.who.int/browse/2025-01/mms/en#317852053,B
MD32,Rales,http://id.who.int/icd/entity/1428101439,https://icd.who.int/browse/2025-01/mms/en#1428101439,B
MD33,Respiratory arrest,http://id.who.int/icd/entity/1717524844,https://icd.who.int/browse/2025-01/mms/en#1717524844,B
MD34,Symptom or complaint of the nose,http://id.who.int/icd/entity/975143938,https://icd.who.int/browse/2025-01/mms/en#975143938,B
MD35,Symptom or complaint of the sinus,http://id.who.int/icd/entity/357068563,https://icd.who.int/browse/2025-01/mms/en#357068563,B
MD36.0,Pain in throat,http://id.who.int/icd/entity/633724732,https://icd.who.int/browse/2025-01/mms/en#633724732,B
MD40.0,Abnormal level of enzymes in specimens from respiratory organs and thorax,http://id.who.int/icd/entity/1533843828,https://icd.who.int/browse/2025-01/mms/en#1533843828,B
MD40.1,Abnormal level of hormones in specimens from respiratory organs and thorax,http://id.who.int/icd/entity/1042765026,https://icd.who.int/browse/2025-01/mms/en#1042765026,B
MD40.2,"Abnormal level of drugs, medicaments and biological substances in specimens from respiratory organs and thorax",http://id.who.int/icd/entity/1250559007,https://icd.who.int/browse/2025-01/mms/en#1250559007,B
MD40.3,Abnormal level of substances chiefly nonmedicinal as to source in specimens from respiratory organs and thorax,http://id.who.int/icd/entity/801229195,https://icd.who.int/browse/2025-01/mms/en#801229195,B
MD40.4,Abnormal immunological findings in specimens from respiratory organs and thorax,http://id.who.int/icd/entity/1546607135,https://icd.who.int/browse/2025-01/mms/en#1546607135,B
MD40.50,Positive culture from nose,http://id.who.int/icd/entity/2116727174,https://icd.who.int/browse/2025-01/mms/en#2116727174,B
MD40.51,Positive sputum culture,http://id.who.int/icd/entity/1541925958,https://icd.who.int/browse/2025-01/mms/en#1541925958,B
MD40.52,Positive throat culture,http://id.who.int/icd/entity/5542181,https://icd.who.int/browse/2025-01/mms/en#5542181,B
MD40.6,Abnormal cytological findings in specimens from respiratory organs and thorax,http://id.who.int/icd/entity/1305069430,https://icd.who.int/browse/2025-01/mms/en#1305069430,B
MD40.7,Abnormal histological findings in specimens from respiratory organs and thorax,http://id.who.int/icd/entity/679611104,https://icd.who.int/browse/2025-01/mms/en#679611104,B
MD41,Clinical findings on diagnostic imaging of lung,http://id.who.int/icd/entity/68789898,https://icd.who.int/browse/2025-01/mms/en#68789898,B
MD42,Results of function studies of the respiratory system,http://id.who.int/icd/entity/1095887296,https://icd.who.int/browse/2025-01/mms/en#1095887296,B
MD80.0,Symptom or complaint of the teeth or gum,http://id.who.int/icd/entity/992277424,https://icd.who.int/browse/2025-01/mms/en#992277424,B
MD80.1,"Symptom or complaint of the mouth, tongue or lip",http://id.who.int/icd/entity/430383563,https://icd.who.int/browse/2025-01/mms/en#430383563,B
MD81.0,Abdominal tenderness,http://id.who.int/icd/entity/553875709,https://icd.who.int/browse/2025-01/mms/en#553875709,B
MD81.10,Pain localised to upper abdomen,http://id.who.int/icd/entity/1810710745,https://icd.who.int/browse/2025-01/mms/en#1810710745,B
MD81.11,Pelvic or perineal pain,http://id.who.int/icd/entity/524292134,https://icd.who.int/browse/2025-01/mms/en#524292134,B
MD81.12,Pain localised to other parts of lower abdomen,http://id.who.int/icd/entity/2047598004,https://icd.who.int/browse/2025-01/mms/en#2047598004,B
MD81.2,Generalised abdominal pain,http://id.who.int/icd/entity/330423944,https://icd.who.int/browse/2025-01/mms/en#330423944,B
MD81.3,Acute abdomen,http://id.who.int/icd/entity/245796173,https://icd.who.int/browse/2025-01/mms/en#245796173,B
MD81.4,Other and unspecified abdominal pain,http://id.who.int/icd/entity/166022696,https://icd.who.int/browse/2025-01/mms/en#166022696,B
MD82,"Intra-abdominal or pelvic swelling, mass or lump",http://id.who.int/icd/entity/1738794800,https://icd.who.int/browse/2025-01/mms/en#1738794800,B
MD90.0,Nausea,http://id.who.int/icd/entity/596805318,https://icd.who.int/browse/2025-01/mms/en#596805318,B
MD90.1,Vomiting,http://id.who.int/icd/entity/447658033,https://icd.who.int/browse/2025-01/mms/en#447658033,B
MD91,Belching,http://id.who.int/icd/entity/1093292760,https://icd.who.int/browse/2025-01/mms/en#1093292760,B
MD92,Dyspepsia,http://id.who.int/icd/entity/869622187,https://icd.who.int/browse/2025-01/mms/en#869622187,B
MD93,Dysphagia,http://id.who.int/icd/entity/968461848,https://icd.who.int/browse/2025-01/mms/en#968461848,B
MD94,Halitosis,http://id.who.int/icd/entity/1896266034,https://icd.who.int/browse/2025-01/mms/en#1896266034,B
MD95,Heartburn,http://id.who.int/icd/entity/1559380866,https://icd.who.int/browse/2025-01/mms/en#1559380866,B
ME00,Abdominal compartment syndrome,http://id.who.int/icd/entity/918157973,https://icd.who.int/browse/2025-01/mms/en#918157973,B
ME01,Abdominal distension,http://id.who.int/icd/entity/898362405,https://icd.who.int/browse/2025-01/mms/en#898362405,B
ME02,Abdominal rigidity,http://id.who.int/icd/entity/319731663,https://icd.who.int/browse/2025-01/mms/en#319731663,B
ME03.0,Hyperactive bowel sounds,http://id.who.int/icd/entity/794938483,https://icd.who.int/browse/2025-01/mms/en#794938483,B
ME03.1,Absent bowel sounds,http://id.who.int/icd/entity/1833425233,https://icd.who.int/browse/2025-01/mms/en#1833425233,B
ME04.0,Fluid in peritoneal cavity,http://id.who.int/icd/entity/1783043910,https://icd.who.int/browse/2025-01/mms/en#1783043910,B
ME05.0,Constipation,http://id.who.int/icd/entity/502284069,https://icd.who.int/browse/2025-01/mms/en#502284069,B
ME05.1,Diarrhoea,http://id.who.int/icd/entity/116759077,https://icd.who.int/browse/2025-01/mms/en#116759077,B
ME06,Chronic enteritis of uncertain aetiology,http://id.who.int/icd/entity/2036452902,https://icd.who.int/browse/2025-01/mms/en#2036452902,B
ME07.0,Faecal smearing,http://id.who.int/icd/entity/581626198,https://icd.who.int/browse/2025-01/mms/en#581626198,B
ME07.1,Incomplete defaecation,http://id.who.int/icd/entity/577131308,https://icd.who.int/browse/2025-01/mms/en#577131308,B
ME07.2,Faecal urgency,http://id.who.int/icd/entity/1637975213,https://icd.who.int/browse/2025-01/mms/en#1637975213,B
ME08,Flatulence and related conditions,http://id.who.int/icd/entity/1247223172,https://icd.who.int/browse/2025-01/mms/en#1247223172,B
ME09,Rectal tenesmus,http://id.who.int/icd/entity/1328152138,https://icd.who.int/browse/2025-01/mms/en#1328152138,B
ME0A,Visible peristalsis,http://id.who.int/icd/entity/1984264795,https://icd.who.int/browse/2025-01/mms/en#1984264795,B
ME0B,"Problems with defaecation, not otherwise specified",http://id.who.int/icd/entity/210393504,https://icd.who.int/browse/2025-01/mms/en#210393504,B
ME10.00,"Hepatomegaly, not elsewhere classified",http://id.who.int/icd/entity/690435214,https://icd.who.int/browse/2025-01/mms/en#690435214,B
ME10.01,"Splenomegaly, not elsewhere classified",http://id.who.int/icd/entity/1282210072,https://icd.who.int/browse/2025-01/mms/en#1282210072,B
ME10.02,Hepatomegaly with splenomegaly,http://id.who.int/icd/entity/952216039,https://icd.who.int/browse/2025-01/mms/en#952216039,B
ME10.1,Unspecified jaundice,http://id.who.int/icd/entity/1056591229,https://icd.who.int/browse/2025-01/mms/en#1056591229,B
ME20.0,Abnormal level of enzymes in specimens from digestive organs or abdominal cavity,http://id.who.int/icd/entity/1200902645,https://icd.who.int/browse/2025-01/mms/en#1200902645,B
ME20.1,Abnormal level of hormones in specimens from digestive organs or abdominal cavity,http://id.who.int/icd/entity/585079905,https://icd.who.int/browse/2025-01/mms/en#585079905,B
ME20.2,"Abnormal level of drugs, medicaments or biological substances in specimens from digestive organs of abdominal cavity",http://id.who.int/icd/entity/1450364062,https://icd.who.int/browse/2025-01/mms/en#1450364062,B
ME20.3,Abnormal level of substances chiefly nonmedicinal as to source in specimens from digestive organs and abdominal cavity,http://id.who.int/icd/entity/859373836,https://icd.who.int/browse/2025-01/mms/en#859373836,B
ME20.4,Abnormal immunological findings in specimens from digestive organs and abdominal cavity,http://id.who.int/icd/entity/1087869600,https://icd.who.int/browse/2025-01/mms/en#1087869600,B
ME20.5,Abnormal microbiological findings in specimens from digestive organs and abdominal cavity,http://id.who.int/icd/entity/631004938,https://icd.who.int/browse/2025-01/mms/en#631004938,B
ME20.6,Abnormal cytological findings in specimens from digestive organs and abdominal cavity,http://id.who.int/icd/entity/1362169845,https://icd.who.int/browse/2025-01/mms/en#1362169845,B
ME20.7,Abnormal histological findings in specimens from digestive organs and abdominal cavity,http://id.who.int/icd/entity/880460385,https://icd.who.int/browse/2025-01/mms/en#880460385,B
ME21,Clinical findings on diagnostic imaging of liver or biliary tract,http://id.who.int/icd/entity/1642681966,https://icd.who.int/browse/2025-01/mms/en#1642681966,B
ME22,Clinical findings on diagnostic imaging of digestive tract,http://id.who.int/icd/entity/77765628,https://icd.who.int/browse/2025-01/mms/en#77765628,B
ME23,Results of function studies of the digestive system,http://id.who.int/icd/entity/1908781638,https://icd.who.int/browse/2025-01/mms/en#1908781638,B
ME24.0,Digestive system abscess,http://id.who.int/icd/entity/1317981822,https://icd.who.int/browse/2025-01/mms/en#1317981822,B
ME24.1,Digestive system fistula,http://id.who.int/icd/entity/1035286886,https://icd.who.int/browse/2025-01/mms/en#1035286886,B
ME24.2,Digestive system obstruction,http://id.who.int/icd/entity/953394726,https://icd.who.int/browse/2025-01/mms/en#953394726,B
ME24.30,Perforation of small intestine,http://id.who.int/icd/entity/250657475,https://icd.who.int/browse/2025-01/mms/en#250657475,B
ME24.31,Perforation of large intestine,http://id.who.int/icd/entity/291026076,https://icd.who.int/browse/2025-01/mms/en#291026076,B
ME24.35,Perforation of gallbladder or bile ducts,http://id.who.int/icd/entity/1796445107,https://icd.who.int/browse/2025-01/mms/en#1796445107,B
ME24.3Y,Digestive system perforation of other specified site,,,B
ME24.3Z,Digestive system perforation of unspecified site,,,B
ME24.4,Digestive system stenosis,http://id.who.int/icd/entity/1810113484,https://icd.who.int/browse/2025-01/mms/en#1810113484,B
ME24.5,Digestive system ulcer,http://id.who.int/icd/entity/1202109372,https://icd.who.int/browse/2025-01/mms/en#1202109372,B
ME24.6,Digestive system dilatation,http://id.who.int/icd/entity/1058809993,https://icd.who.int/browse/2025-01/mms/en#1058809993,B
ME24.7,Digestive system incarceration,http://id.who.int/icd/entity/711344157,https://icd.who.int/browse/2025-01/mms/en#711344157,B
ME24.8,Digestive system strangulation or gangrene,http://id.who.int/icd/entity/1438161812,https://icd.who.int/browse/2025-01/mms/en#1438161812,B
ME24.90,"Acute gastrointestinal bleeding, not elsewhere classified",http://id.who.int/icd/entity/294460566,https://icd.who.int/browse/2025-01/mms/en#294460566,B
ME24.91,"Chronic gastrointestinal bleeding, not elsewhere classified",http://id.who.int/icd/entity/985094335,https://icd.who.int/browse/2025-01/mms/en#985094335,B
ME24.A0,Obscure gastrointestinal bleeding,http://id.who.int/icd/entity/1605692345,https://icd.who.int/browse/2025-01/mms/en#1605692345,B
ME24.A1,Haemorrhage of anus and rectum,http://id.who.int/icd/entity/460842104,https://icd.who.int/browse/2025-01/mms/en#460842104,B
ME24.A2,Oesophageal haemorrhage,http://id.who.int/icd/entity/752713197,https://icd.who.int/browse/2025-01/mms/en#752713197,B
ME24.A3,Haematochezia,http://id.who.int/icd/entity/279136456,https://icd.who.int/browse/2025-01/mms/en#279136456,B
ME24.A4,Melaena,http://id.who.int/icd/entity/262463613,https://icd.who.int/browse/2025-01/mms/en#262463613,B
ME24.A5,Haematemesis,http://id.who.int/icd/entity/1794059753,https://icd.who.int/browse/2025-01/mms/en#1794059753,B
ME24.A6,Positive occult blood in stool,http://id.who.int/icd/entity/1048974920,https://icd.who.int/browse/2025-01/mms/en#1048974920,B
ME60.0,Skin lesion of uncertain nature,http://id.who.int/icd/entity/2072089922,https://icd.who.int/browse/2025-01/mms/en#2072089922,B
ME60.1,Pigmented skin lesion of uncertain nature,http://id.who.int/icd/entity/330822053,https://icd.who.int/browse/2025-01/mms/en#330822053,B
ME60.2,Ulcer of skin of uncertain nature,http://id.who.int/icd/entity/596352530,https://icd.who.int/browse/2025-01/mms/en#596352530,B
ME60.3,Keratosis of skin of uncertain or unspecified nature,http://id.who.int/icd/entity/1831523271,https://icd.who.int/browse/2025-01/mms/en#1831523271,B
ME60.Z,Skin lesion of unspecified nature,,,B
ME61,"Subcutaneous swelling, mass or lump of uncertain or unspecified nature",http://id.who.int/icd/entity/1531077719,https://icd.who.int/browse/2025-01/mms/en#1531077719,B
ME62.0,Acute erythematous skin eruption,http://id.who.int/icd/entity/1906886516,https://icd.who.int/browse/2025-01/mms/en#1906886516,B
ME62.1,Acute purpuric skin eruption,http://id.who.int/icd/entity/1585857185,https://icd.who.int/browse/2025-01/mms/en#1585857185,B
ME62.2,Acute urticarial skin eruption,http://id.who.int/icd/entity/179272822,https://icd.who.int/browse/2025-01/mms/en#179272822,B
ME62.3,Acute maculopapular skin eruption,http://id.who.int/icd/entity/1238846563,https://icd.who.int/browse/2025-01/mms/en#1238846563,B
ME62.4,Acute papular skin eruption,http://id.who.int/icd/entity/1173786143,https://icd.who.int/browse/2025-01/mms/en#1173786143,B
ME62.5,Acute exudative skin eruption,http://id.who.int/icd/entity/458739593,https://icd.who.int/browse/2025-01/mms/en#458739593,B
ME62.6,Acute blistering skin eruption,http://id.who.int/icd/entity/1954443,https://icd.who.int/browse/2025-01/mms/en#1954443,B
ME62.7,Acute desquamating skin eruption,http://id.who.int/icd/entity/317520014,https://icd.who.int/browse/2025-01/mms/en#317520014,B
ME62.8,Acute discoid or annular skin eruption,http://id.who.int/icd/entity/205263095,https://icd.who.int/browse/2025-01/mms/en#205263095,B
ME62.9,Acute excoriation of skin,http://id.who.int/icd/entity/1764982361,https://icd.who.int/browse/2025-01/mms/en#1764982361,B
ME63.0,Chronic erythematous skin disorder,http://id.who.int/icd/entity/1944251246,https://icd.who.int/browse/2025-01/mms/en#1944251246,B
ME63.1,Chronic urticarial skin disorder,http://id.who.int/icd/entity/2015013184,https://icd.who.int/browse/2025-01/mms/en#2015013184,B
ME63.2,Chronic papular skin disorder,http://id.who.int/icd/entity/735102585,https://icd.who.int/browse/2025-01/mms/en#735102585,B
ME63.3,Chronic blistering skin disorder,http://id.who.int/icd/entity/2061271525,https://icd.who.int/browse/2025-01/mms/en#2061271525,B
ME63.4,Chronic scaling or hyperkeratotic skin disorder,http://id.who.int/icd/entity/785218967,https://icd.who.int/browse/2025-01/mms/en#785218967,B
ME63.5,Chronic lichenified skin disorder,http://id.who.int/icd/entity/1903229601,https://icd.who.int/browse/2025-01/mms/en#1903229601,B
ME63.6,Chronic discoid or annular skin disorder,http://id.who.int/icd/entity/975730054,https://icd.who.int/browse/2025-01/mms/en#975730054,B
ME63.7,Chronic excoriation of skin,http://id.who.int/icd/entity/2102474973,https://icd.who.int/browse/2025-01/mms/en#2102474973,B
ME64.0,Erythema,http://id.who.int/icd/entity/800313204,https://icd.who.int/browse/2025-01/mms/en#800313204,B
ME64.1,Cyanosis,http://id.who.int/icd/entity/1057966112,https://icd.who.int/browse/2025-01/mms/en#1057966112,B
ME64.2,Pallor,http://id.who.int/icd/entity/1514440118,https://icd.who.int/browse/2025-01/mms/en#1514440118,B
ME64.3,Petechiae,http://id.who.int/icd/entity/262492020,https://icd.who.int/browse/2025-01/mms/en#262492020,B
ME64.4,Flushing,http://id.who.int/icd/entity/787076427,https://icd.who.int/browse/2025-01/mms/en#787076427,B
ME65.0,Burning of skin,http://id.who.int/icd/entity/577499518,https://icd.who.int/browse/2025-01/mms/en#577499518,B
ME65.1,Itching of skin,http://id.who.int/icd/entity/86210128,https://icd.who.int/browse/2025-01/mms/en#86210128,B
ME65.2,Pain or tenderness of skin,http://id.who.int/icd/entity/1181522088,https://icd.who.int/browse/2025-01/mms/en#1181522088,B
ME65.3,Stinging of skin,http://id.who.int/icd/entity/1477238965,https://icd.who.int/browse/2025-01/mms/en#1477238965,B
ME65.4,Tingling of skin,http://id.who.int/icd/entity/136421763,https://icd.who.int/browse/2025-01/mms/en#136421763,B
ME66.0,Abnormal sensitivity to light or UV radiation of uncertain or unspecified nature,http://id.who.int/icd/entity/654408969,https://icd.who.int/browse/2025-01/mms/en#654408969,B
ME66.1,Changes in skin texture,http://id.who.int/icd/entity/944540491,https://icd.who.int/browse/2025-01/mms/en#944540491,B
ME66.2,Excess and redundant skin,http://id.who.int/icd/entity/1440651997,https://icd.who.int/browse/2025-01/mms/en#1440651997,B
ME66.3,Symptom or complaint relating to hair or scalp,http://id.who.int/icd/entity/1825782219,https://icd.who.int/browse/2025-01/mms/en#1825782219,B
ME66.4,Symptom or complaint relating to nails,http://id.who.int/icd/entity/2003621211,https://icd.who.int/browse/2025-01/mms/en#2003621211,B
ME66.5,Complaint of abnormal sweating,http://id.who.int/icd/entity/1665798650,https://icd.who.int/browse/2025-01/mms/en#1665798650,B
ME66.60,Rash localised,http://id.who.int/icd/entity/1667183601,https://icd.who.int/browse/2025-01/mms/en#1667183601,B
ME66.61,Rash generalised,http://id.who.int/icd/entity/1256786790,https://icd.who.int/browse/2025-01/mms/en#1256786790,B
ME67,Skin disorder of uncertain or unspecified nature,http://id.who.int/icd/entity/2044170142,https://icd.who.int/browse/2025-01/mms/en#2044170142,B
ME80,Clicking hip,http://id.who.int/icd/entity/1355694344,https://icd.who.int/browse/2025-01/mms/en#1355694344,B
ME81.0,Intercostal pain,http://id.who.int/icd/entity/1027978531,https://icd.who.int/browse/2025-01/mms/en#1027978531,B
ME82,Pain in joint,http://id.who.int/icd/entity/9272848,https://icd.who.int/browse/2025-01/mms/en#9272848,B
ME84.0,Cervical spine pain,http://id.who.int/icd/entity/534629524,https://icd.who.int/browse/2025-01/mms/en#534629524,B
ME84.1,Thoracic spine pain,http://id.who.int/icd/entity/2125857013,https://icd.who.int/browse/2025-01/mms/en#2125857013,B
ME84.20,Lumbago with sciatica,http://id.who.int/icd/entity/158896786,https://icd.who.int/browse/2025-01/mms/en#158896786,B
ME84.3,Sciatica,http://id.who.int/icd/entity/2056651014,https://icd.who.int/browse/2025-01/mms/en#2056651014,B
ME85,Stiffness of joint,http://id.who.int/icd/entity/1948266223,https://icd.who.int/browse/2025-01/mms/en#1948266223,B
ME86.0,Symptom or complaint of the ankle,http://id.who.int/icd/entity/31745707,https://icd.who.int/browse/2025-01/mms/en#31745707,B
ME86.1,Symptom or complaint of the arm,http://id.who.int/icd/entity/1069030395,https://icd.who.int/browse/2025-01/mms/en#1069030395,B
ME86.20,Back syndrome without radiating pain,http://id.who.int/icd/entity/727435208,https://icd.who.int/browse/2025-01/mms/en#727435208,B
ME86.21,Back syndrome with radiating pain,http://id.who.int/icd/entity/820259670,https://icd.who.int/browse/2025-01/mms/en#820259670,B
ME86.22,Symptom or complaint of the low back,http://id.who.int/icd/entity/261833655,https://icd.who.int/browse/2025-01/mms/en#261833655,B
ME86.3,Symptom or complaint of the chest,http://id.who.int/icd/entity/756584914,https://icd.who.int/browse/2025-01/mms/en#756584914,B
ME86.4,Symptom or complaint of the elbow,http://id.who.int/icd/entity/109323534,https://icd.who.int/browse/2025-01/mms/en#109323534,B
ME86.5,Symptom or complaint of the flank or axilla,http://id.who.int/icd/entity/38763203,https://icd.who.int/browse/2025-01/mms/en#38763203,B
ME86.6,Symptom or complaint of the foot or toe,http://id.who.int/icd/entity/676486716,https://icd.who.int/browse/2025-01/mms/en#676486716,B
ME86.7,Symptom or complaint of the hand or finger,http://id.who.int/icd/entity/328521237,https://icd.who.int/browse/2025-01/mms/en#328521237,B
ME86.8,Symptom or complaint of the hip,http://id.who.int/icd/entity/742996838,https://icd.who.int/browse/2025-01/mms/en#742996838,B
ME86.9,Symptom or complaint of the jaw,http://id.who.int/icd/entity/715712738,https://icd.who.int/browse/2025-01/mms/en#715712738,B
ME86.A,Symptom or complaint of the knee,http://id.who.int/icd/entity/913786837,https://icd.who.int/browse/2025-01/mms/en#913786837,B
ME86.B,Symptom or complaint of the leg or thigh,http://id.who.int/icd/entity/351573424,https://icd.who.int/browse/2025-01/mms/en#351573424,B
ME86.C,Symptom or complaint of the neck,http://id.who.int/icd/entity/297687646,https://icd.who.int/browse/2025-01/mms/en#297687646,B
ME86.D0,Shoulder syndrome,http://id.who.int/icd/entity/1763637838,https://icd.who.int/browse/2025-01/mms/en#1763637838,B
ME86.E,Symptom or complaint of the wrist,http://id.who.int/icd/entity/604501867,https://icd.who.int/browse/2025-01/mms/en#604501867,B
ME86.F,"Symptom or complaint of joint, not otherwise specified",http://id.who.int/icd/entity/303384120,https://icd.who.int/browse/2025-01/mms/en#303384120,B
ME86.G,"Symptom or complaint of muscle, not otherwise specified",http://id.who.int/icd/entity/629565258,https://icd.who.int/browse/2025-01/mms/en#629565258,B
ME86.Y,Problem of other specified body part,,,B
ME86.Z,Problem of unspecified body part,,,B
ME90,Clinical findings on diagnostic imaging of skull and head,http://id.who.int/icd/entity/1880083205,https://icd.who.int/browse/2025-01/mms/en#1880083205,B
ME91,Clinical findings on diagnostic imaging of limbs,http://id.who.int/icd/entity/1722455301,https://icd.who.int/browse/2025-01/mms/en#1722455301,B
ME92.0,Wedging of vertebra,http://id.who.int/icd/entity/554681605,https://icd.who.int/browse/2025-01/mms/en#554681605,B
ME92.1,Bony erosion,http://id.who.int/icd/entity/1706598783,https://icd.who.int/browse/2025-01/mms/en#1706598783,B
