icd11_code,icd11_title,icd11_uri,browser_link,pool_tier
MB26.04,Erotomanic delusion,http://id.who.int/icd/entity/1943270217,https://icd.who.int/browse/2025-01/mms/en#1943270217,A
MB26.05,Grandiose delusion,http://id.who.int/icd/entity/202188998,https://icd.who.int/browse/2025-01/mms/en#202188998,A
MB26.06,Jealous delusion,http://id.who.int/icd/entity/1380368421,https://icd.who.int/browse/2025-01/mms/en#1380368421,A
MB26.07,Persecutory delusion,http://id.who.int/icd/entity/860615074,https://icd.who.int/browse/2025-01/mms/en#860615074,A
MB26.08,Religious delusion,http://id.who.int/icd/entity/1284844079,https://icd.who.int/browse/2025-01/mms/en#1284844079,A
MB26.09,Somatic delusion,http://id.who.int/icd/entity/1549775769,https://icd.who.int/browse/2025-01/mms/en#1549775769,A
MB26.0A,Nihilistic delusion,http://id.who.int/icd/entity/560479779,https://icd.who.int/browse/2025-01/mms/en#560479779,A
MB26.0B,Misidentification delusion,http://id.who.int/icd/entity/925881600,https://icd.who.int/browse/2025-01/mms/en#925881600,A
MB26.0C,Delusion of impoverishment,http://id.who.int/icd/entity/1745386829,https://icd.who.int/browse/2025-01/mms/en#1745386829,A
MB26.10,Thought broadcasting,http://id.who.int/icd/entity/1005583817,https://icd.who.int/browse/2025-01/mms/en#1005583817,A
MB26.11,Thought insertion,http://id.who.int/icd/entity/84533121,https://icd.who.int/browse/2025-01/mms/en#84533121,A
MB26.12,Thought withdrawal,http://id.who.int/icd/entity/624695235,https://icd.who.int/browse/2025-01/mms/en#624695235,A
MB26.2,Grandiosity,http://id.who.int/icd/entity/905350773,https://icd.who.int/browse/2025-01/mms/en#905350773,A
MB26.3,Homicidal ideation,http://id.who.int/icd/entity/1244157434,https://icd.who.int/browse/2025-01/mms/en#1244157434,A
MB26.4,Identity disturbance,http://id.who.int/icd/entity/2067118018,https://icd.who.int/browse/2025-01/mms/en#2067118018,A
MB26.5,Obsessions,http://id.who.int/icd/entity/1638858328,https://icd.who.int/browse/2025-01/mms/en#1638858328,A
MB26.6,Overvalued ideas,http://id.who.int/icd/entity/510666199,https://icd.who.int/browse/2025-01/mms/en#510666199,A
MB26.7,Paranoid ideation,http://id.who.int/icd/entity/1642903226,https://icd.who.int/browse/2025-01/mms/en#1642903226,A
MB26.8,Referential thinking,http://id.who.int/icd/entity/781153315,https://icd.who.int/browse/2025-01/mms/en#781153315,A
MB26.9,Suspiciousness,http://id.who.int/icd/entity/459117958,https://icd.who.int/browse/2025-01/mms/en#459117958,A
MB26.A,Suicidal ideation,http://id.who.int/icd/entity/778734771,https://icd.who.int/browse/2025-01/mms/en#778734771,A
MB27.0,Depersonalisation,http://id.who.int/icd/entity/36155616,https://icd.who.int/browse/2025-01/mms/en#36155616,A
MB27.1,Derealisation,http://id.who.int/icd/entity/109043312,https://icd.who.int/browse/2025-01/mms/en#109043312,A
MB27.20,Auditory hallucinations,http://id.who.int/icd/entity/1680536520,https://icd.who.int/browse/2025-01/mms/en#1680536520,A
MB27.21,Gustatory hallucinations,http://id.who.int/icd/entity/842865082,https://icd.who.int/browse/2025-01/mms/en#842865082,A
MB27.22,Hypnopompic hallucinations,http://id.who.int/icd/entity/1306772021,https://icd.who.int/browse/2025-01/mms/en#1306772021,A
MB27.23,Hypnagogic hallucinations,http://id.who.int/icd/entity/329788118,https://icd.who.int/browse/2025-01/mms/en#329788118,A
MB27.24,Olfactory hallucinations,http://id.who.int/icd/entity/1717922199,https://icd.who.int/browse/2025-01/mms/en#1717922199,A
MB27.25,Somatic hallucinations,http://id.who.int/icd/entity/431731224,https://icd.who.int/browse/2025-01/mms/en#431731224,A
MB27.26,Tactile hallucinations,http://id.who.int/icd/entity/158411694,https://icd.who.int/browse/2025-01/mms/en#158411694,A
MB27.27,Visual hallucinations,http://id.who.int/icd/entity/23150162,https://icd.who.int/browse/2025-01/mms/en#23150162,A
MB27.3,Disturbance of body image,http://id.who.int/icd/entity/1055529043,https://icd.who.int/browse/2025-01/mms/en#1055529043,A
MB27.4,Illusions,http://id.who.int/icd/entity/17527109,https://icd.who.int/browse/2025-01/mms/en#17527109,A
MB28.0,Attention seeking,http://id.who.int/icd/entity/1323057339,https://icd.who.int/browse/2025-01/mms/en#1323057339,A
MB28.1,Callousness,http://id.who.int/icd/entity/1959115821,https://icd.who.int/browse/2025-01/mms/en#1959115821,A
MB28.2,Eccentricity,http://id.who.int/icd/entity/947136557,https://icd.who.int/browse/2025-01/mms/en#947136557,A
MB28.3,Entitlement,http://id.who.int/icd/entity/374903763,https://icd.who.int/browse/2025-01/mms/en#374903763,A
MB28.4,Hostility,http://id.who.int/icd/entity/450508218,https://icd.who.int/browse/2025-01/mms/en#450508218,A
MB28.5,Impulsivity,http://id.who.int/icd/entity/932178015,https://icd.who.int/browse/2025-01/mms/en#932178015,A
MB28.6,Indecisiveness,http://id.who.int/icd/entity/2028743366,https://icd.who.int/browse/2025-01/mms/en#2028743366,A
MB28.7,Irresponsibility,http://id.who.int/icd/entity/406970479,https://icd.who.int/browse/2025-01/mms/en#406970479,A
MB28.8,Low frustration tolerance,http://id.who.int/icd/entity/2024694308,https://icd.who.int/browse/2025-01/mms/en#2024694308,A
MB28.9,Low self-esteem,http://id.who.int/icd/entity/892657943,https://icd.who.int/browse/2025-01/mms/en#892657943,A
MB28.A,Negative affectivity,http://id.who.int/icd/entity/1314368678,https://icd.who.int/browse/2025-01/mms/en#1314368678,A
MB28.B,Negativism,http://id.who.int/icd/entity/465562265,https://icd.who.int/browse/2025-01/mms/en#465562265,A
MB28.C,Perfectionism,http://id.who.int/icd/entity/1084958604,https://icd.who.int/browse/2025-01/mms/en#1084958604,A
MB28.D,Pessimism,http://id.who.int/icd/entity/2118976964,https://icd.who.int/browse/2025-01/mms/en#2118976964,A
MB28.E,Recklessness,http://id.who.int/icd/entity/1046214069,https://icd.who.int/browse/2025-01/mms/en#1046214069,A
MB28.F,Sensation seeking,http://id.who.int/icd/entity/1057897271,https://icd.who.int/browse/2025-01/mms/en#1057897271,A
MB28.G,Stubbornness,http://id.who.int/icd/entity/995513753,https://icd.who.int/browse/2025-01/mms/en#995513753,A
MB28.H,Submissiveness,http://id.who.int/icd/entity/444673557,https://icd.who.int/browse/2025-01/mms/en#444673557,A
MB29.0,Avoidant or restrictive eating,http://id.who.int/icd/entity/1517485083,https://icd.who.int/browse/2025-01/mms/en#1517485083,A
MB29.1,Binge eating,http://id.who.int/icd/entity/1535148777,https://icd.who.int/browse/2025-01/mms/en#1535148777,A
MB29.2,Eating of non-nutritive substances,http://id.who.int/icd/entity/2124949435,https://icd.who.int/browse/2025-01/mms/en#2124949435,A
MB29.3,Purging behaviour,http://id.who.int/icd/entity/1856898163,https://icd.who.int/browse/2025-01/mms/en#1856898163,A
MB29.4,Rumination-regurgitation,http://id.who.int/icd/entity/292610046,https://icd.who.int/browse/2025-01/mms/en#292610046,A
MB2A.0,Soiling,http://id.who.int/icd/entity/2140551646,https://icd.who.int/browse/2025-01/mms/en#2140551646,A
MB2A.1,Wetting,http://id.who.int/icd/entity/364270617,https://icd.who.int/browse/2025-01/mms/en#364270617,A
MA00,Symptom or complaint of the blood,http://id.who.int/icd/entity/424309212,https://icd.who.int/browse/2025-01/mms/en#424309212,B
MA01.0,Localised lymph node enlargement,http://id.who.int/icd/entity/667642868,https://icd.who.int/browse/2025-01/mms/en#667642868,B
MA01.1,Generalised lymph node enlargement,http://id.who.int/icd/entity/1115727458,https://icd.who.int/browse/2025-01/mms/en#1115727458,B
MA10.0,Elevation of levels of transaminase or lactic acid dehydrogenase,http://id.who.int/icd/entity/1409586837,https://icd.who.int/browse/2025-01/mms/en#1409586837,B
MA10.1,Abnormal levels of other specified serum enzymes,http://id.who.int/icd/entity/1518538819,https://icd.who.int/browse/2025-01/mms/en#1518538819,B
MA10.2,Abnormal level of unspecified serum enzyme,http://id.who.int/icd/entity/1070128599,https://icd.who.int/browse/2025-01/mms/en#1070128599,B
MA11,"Clinical findings of hormones in blood, blood-forming organs, or the immune system",http://id.who.int/icd/entity/718299950,https://icd.who.int/browse/2025-01/mms/en#718299950,B
MA12.0,Finding of opiate drug in blood,http://id.who.int/icd/entity/2118920323,https://icd.who.int/browse/2025-01/mms/en#2118920323,B
MA12.1,Finding of cocaine in blood,http://id.who.int/icd/entity/182548604,https://icd.who.int/browse/2025-01/mms/en#182548604,B
MA12.2,Finding of hallucinogen in blood,http://id.who.int/icd/entity/1873458666,https://icd.who.int/browse/2025-01/mms/en#1873458666,B
MA12.3,Finding of psychotropic drug in blood,http://id.who.int/icd/entity/2031086568,https://icd.who.int/browse/2025-01/mms/en#2031086568,B
MA12.4,Finding of steroid agent in blood,http://id.who.int/icd/entity/228768535,https://icd.who.int/browse/2025-01/mms/en#228768535,B
MA13.00,Abnormal level of lead in blood,http://id.who.int/icd/entity/1183434772,https://icd.who.int/browse/2025-01/mms/en#1183434772,B
MA13.0Y,Finding of abnormal level of other specified heavy metals in blood,,,B
MA13.1,Finding of alcohol in blood,http://id.who.int/icd/entity/453502231,https://icd.who.int/browse/2025-01/mms/en#453502231,B
MA13.Y,"Abnormal level of other specified substances chiefly nonmedicinal as to source in blood, blood-forming organs and the immune system",,,B
MA14.0,Laboratory evidence of human immunodeficiency virus,http://id.who.int/icd/entity/82994689,https://icd.who.int/browse/2025-01/mms/en#82994689,B
MA14.10,Abnormal reaction to tuberculin test,http://id.who.int/icd/entity/741356478,https://icd.who.int/browse/2025-01/mms/en#741356478,B
MA14.11,Anticitrullinated protein antibody negative,http://id.who.int/icd/entity/688021914,https://icd.who.int/browse/2025-01/mms/en#688021914,B
MA14.12,Anticitrullinated protein antibody positive,http://id.who.int/icd/entity/214907994,https://icd.who.int/browse/2025-01/mms/en#214907994,B
MA14.13,Anti-nuclear antibody negative,http://id.who.int/icd/entity/1470117497,https://icd.who.int/browse/2025-01/mms/en#1470117497,B
MA14.14,Anti-nuclear antibody positive,http://id.who.int/icd/entity/1987530229,https://icd.who.int/browse/2025-01/mms/en#1987530229,B
MA14.15,Elevated C-reactive protein,http://id.who.int/icd/entity/1009806764,https://icd.who.int/browse/2025-01/mms/en#1009806764,B
MA14.16,False-positive serological test for syphilis,http://id.who.int/icd/entity/1486709569,https://icd.who.int/browse/2025-01/mms/en#1486709569,B
MA14.17,Human leukocyte antigen negative,http://id.who.int/icd/entity/841555474,https://icd.who.int/browse/2025-01/mms/en#841555474,B
MA14.18,Human leukocyte antigen positive,http://id.who.int/icd/entity/2103054775,https://icd.who.int/browse/2025-01/mms/en#2103054775,B
MA14.19,Neural autoantibody negative,http://id.who.int/icd/entity/569084462,https://icd.who.int/browse/2025-01/mms/en#569084462,B
MA14.1A,Neural autoantibody positive,http://id.who.int/icd/entity/1580552609,https://icd.who.int/browse/2025-01/mms/en#1580552609,B
MA14.1B,Prostate specific antigen positive,http://id.who.int/icd/entity/2145207011,https://icd.who.int/browse/2025-01/mms/en#2145207011,B
MA14.1C,Raised antibody titre,http://id.who.int/icd/entity/1232862764,https://icd.who.int/browse/2025-01/mms/en#1232862764,B
MA14.1D,Rheumatoid factor negative,http://id.who.int/icd/entity/1486310517,https://icd.who.int/browse/2025-01/mms/en#1486310517,B
MA14.1E,Rheumatoid factor positive,http://id.who.int/icd/entity/307123086,https://icd.who.int/browse/2025-01/mms/en#307123086,B
MA15.0,Bacteraemia,http://id.who.int/icd/entity/770483821,https://icd.who.int/browse/2025-01/mms/en#770483821,B
MA15.1,Fungaemia,http://id.who.int/icd/entity/910665623,https://icd.who.int/browse/2025-01/mms/en#910665623,B
MA16.00,"Haemolysis, not elsewhere classified",http://id.who.int/icd/entity/1493458947,https://icd.who.int/browse/2025-01/mms/en#1493458947,B
MA16.10,Decreased white blood cell count,http://id.who.int/icd/entity/1437714107,https://icd.who.int/browse/2025-01/mms/en#1437714107,B
MA16.11,Elevated white blood cell count,http://id.who.int/icd/entity/1887214457,https://icd.who.int/browse/2025-01/mms/en#1887214457,B
MA17,"Histological findings in blood, blood-forming organs, or the immune system",http://id.who.int/icd/entity/603838085,https://icd.who.int/browse/2025-01/mms/en#603838085,B
MA18.00,Abnormal glucose tolerance test,http://id.who.int/icd/entity/1870522325,https://icd.who.int/browse/2025-01/mms/en#1870522325,B
MA18.1,Abnormal level of blood mineral,http://id.who.int/icd/entity/134163862,https://icd.who.int/browse/2025-01/mms/en#134163862,B
MA18.2,Abnormal arterial blood-gas level,http://id.who.int/icd/entity/1084917859,https://icd.who.int/browse/2025-01/mms/en#1084917859,B
MA18.3,Abnormal coagulation profile,http://id.who.int/icd/entity/1621049377,https://icd.who.int/browse/2025-01/mms/en#1621049377,B
MA18.4,Low haemoglobin,http://id.who.int/icd/entity/1471205771,https://icd.who.int/browse/2025-01/mms/en#1471205771,B
MA19.0,Abnormality of albumin,http://id.who.int/icd/entity/1434662571,https://icd.who.int/browse/2025-01/mms/en#1434662571,B
MA19.1,Abnormality of alphafetoprotein,http://id.who.int/icd/entity/1147513794,https://icd.who.int/browse/2025-01/mms/en#1147513794,B
MA19.2,Abnormality of globulin,http://id.who.int/icd/entity/818477887,https://icd.who.int/browse/2025-01/mms/en#818477887,B
MA19.Y,Abnormalities of other specified plasma proteins,,,B
MA19.Z,Abnormalities of unspecified plasma proteins,,,B
MA1A.0,Elevated erythrocyte sedimentation rate,http://id.who.int/icd/entity/1861896171,https://icd.who.int/browse/2025-01/mms/en#1861896171,B
MA1A.1,Abnormal plasma viscosity,http://id.who.int/icd/entity/196184703,https://icd.who.int/browse/2025-01/mms/en#196184703,B
MA50,Abnormal results of thyroid function studies,http://id.who.int/icd/entity/1574167621,https://icd.who.int/browse/2025-01/mms/en#1574167621,B
MA51,Abnormal results of other endocrine function studies,http://id.who.int/icd/entity/949496273,https://icd.who.int/browse/2025-01/mms/en#949496273,B
MA80.0,Aphasia,http://id.who.int/icd/entity/1167055901,https://icd.who.int/browse/2025-01/mms/en#1167055901,B
MA80.1,Dysphasia,http://id.who.int/icd/entity/1705858040,https://icd.who.int/browse/2025-01/mms/en#1705858040,B
MA80.20,Anarthria,http://id.who.int/icd/entity/962553582,https://icd.who.int/browse/2025-01/mms/en#962553582,B
MA81,Speech dysfluency,http://id.who.int/icd/entity/1809393168,https://icd.who.int/browse/2025-01/mms/en#1809393168,B
MA82.0,Aphonia,http://id.who.int/icd/entity/1385858385,https://icd.who.int/browse/2025-01/mms/en#1385858385,B
MA82.10,Hoarseness,http://id.who.int/icd/entity/741286458,https://icd.who.int/browse/2025-01/mms/en#741286458,B
MA82.2,Nasality,http://id.who.int/icd/entity/641193392,https://icd.who.int/browse/2025-01/mms/en#641193392,B
MB40.0,Asomatognosia,http://id.who.int/icd/entity/615692343,https://icd.who.int/browse/2025-01/mms/en#615692343,B
MB40.1,Allodynia,http://id.who.int/icd/entity/1043938451,https://icd.who.int/browse/2025-01/mms/en#1043938451,B
MB40.2,Anacusis,http://id.who.int/icd/entity/1154730210,https://icd.who.int/browse/2025-01/mms/en#1154730210,B
MB40.3,Anaesthesia of skin,http://id.who.int/icd/entity/1049159712,https://icd.who.int/browse/2025-01/mms/en#1049159712,B
MB40.4,Tingling fingers or feet or toes,http://id.who.int/icd/entity/1099683690,https://icd.who.int/browse/2025-01/mms/en#1099683690,B
MB40.5,Hyperaesthesia,http://id.who.int/icd/entity/1243986145,https://icd.who.int/browse/2025-01/mms/en#1243986145,B
MB40.6,Dysesthesia,http://id.who.int/icd/entity/1467981209,https://icd.who.int/browse/2025-01/mms/en#1467981209,B
MB40.7,Acroparaesthesia,http://id.who.int/icd/entity/257890715,https://icd.who.int/browse/2025-01/mms/en#257890715,B
MB40.8,Analgesia,http://id.who.int/icd/entity/1314811790,https://icd.who.int/browse/2025-01/mms/en#1314811790,B
MB40.9,Neurological neglect syndrome,http://id.who.int/icd/entity/1853164458,https://icd.who.int/browse/2025-01/mms/en#1853164458,B
MB41.0,Anosmia,http://id.who.int/icd/entity/1599308422,https://icd.who.int/browse/2025-01/mms/en#1599308422,B
MB41.1,Parosmia,http://id.who.int/icd/entity/974671636,https://icd.who.int/browse/2025-01/mms/en#974671636,B
MB41.2,Dysgeusia,http://id.who.int/icd/entity/1320493037,https://icd.who.int/browse/2025-01/mms/en#1320493037,B
MB41.3,Hyposmia,http://id.who.int/icd/entity/1944522457,https://icd.who.int/browse/2025-01/mms/en#1944522457,B
MB42,Phonophobia,http://id.who.int/icd/entity/1433385296,https://icd.who.int/browse/2025-01/mms/en#1433385296,B
MB43,Dyssomnia,http://id.who.int/icd/entity/1037107906,https://icd.who.int/browse/2025-01/mms/en#1037107906,B
MB44.0,Ataxic gait,http://id.who.int/icd/entity/420041183,https://icd.who.int/browse/2025-01/mms/en#420041183,B
MB44.1,Paralytic gait,http://id.who.int/icd/entity/2084740171,https://icd.who.int/browse/2025-01/mms/en#2084740171,B
MB44.2,Difficulty in walking,http://id.who.int/icd/entity/149933236,https://icd.who.int/browse/2025-01/mms/en#149933236,B
MB44.3,Immobility,http://id.who.int/icd/entity/1839464738,https://icd.who.int/browse/2025-01/mms/en#1839464738,B
MB45.1,Automatism,http://id.who.int/icd/entity/502784164,https://icd.who.int/browse/2025-01/mms/en#502784164,B
MB45.2,Atonia,http://id.who.int/icd/entity/396345176,https://icd.who.int/browse/2025-01/mms/en#396345176,B
MB45.3,Head drop,http://id.who.int/icd/entity/325289630,https://icd.who.int/browse/2025-01/mms/en#325289630,B
MB45.4,Intention tremor,http://id.who.int/icd/entity/151911082,https://icd.who.int/browse/2025-01/mms/en#151911082,B
MB46.0,Asterixis,http://id.who.int/icd/entity/343686120,https://icd.who.int/browse/2025-01/mms/en#343686120,B
MB46.1,Abnormal head movements,http://id.who.int/icd/entity/412021217,https://icd.who.int/browse/2025-01/mms/en#412021217,B
MB46.2,Athetosis,http://id.who.int/icd/entity/1038838282,https://icd.who.int/browse/2025-01/mms/en#1038838282,B
MB46.3,Drop attack,http://id.who.int/icd/entity/416343420,https://icd.who.int/browse/2025-01/mms/en#416343420,B
MB46.4,Titubation,http://id.who.int/icd/entity/1941277445,https://icd.who.int/browse/2025-01/mms/en#1941277445,B
MB46.5,Shuddering,http://id.who.int/icd/entity/863964208,https://icd.who.int/browse/2025-01/mms/en#863964208,B
MB47.0,Abnormal reflex,http://id.who.int/icd/entity/1181425418,https://icd.who.int/browse/2025-01/mms/en#1181425418,B
MB47.1,Abnormal posture,http://id.who.int/icd/entity/589353628,https://icd.who.int/browse/2025-01/mms/en#589353628,B
MB47.2,Clonus,http://id.who.int/icd/entity/770525634,https://icd.who.int/browse/2025-01/mms/en#770525634,B
MB47.3,Cramp or spasm,http://id.who.int/icd/entity/157838476,https://icd.who.int/browse/2025-01/mms/en#157838476,B
MB47.4,Dystonia,http://id.who.int/icd/entity/1257505996,https://icd.who.int/browse/2025-01/mms/en#1257505996,B
MB47.5,Fasciculation,http://id.who.int/icd/entity/1814274334,https://icd.who.int/browse/2025-01/mms/en#1814274334,B
MB47.6,Meningismus,http://id.who.int/icd/entity/851857399,https://icd.who.int/browse/2025-01/mms/en#851857399,B
MB47.7,Muscle fibrillation,http://id.who.int/icd/entity/1928445764,https://icd.who.int/browse/2025-01/mms/en#1928445764,B
MB47.8,Muscular hypertonia,http://id.who.int/icd/entity/1447123221,https://icd.who.int/browse/2025-01/mms/en#1447123221,B
MB47.9,Myotonia,http://id.who.int/icd/entity/1082840130,https://icd.who.int/browse/2025-01/mms/en#1082840130,B
MB47.A,Ophthalmoparesis,http://id.who.int/icd/entity/830465499,https://icd.who.int/browse/2025-01/mms/en#830465499,B
MB47.B,Opisthotonos,http://id.who.int/icd/entity/1659266639,https://icd.who.int/browse/2025-01/mms/en#1659266639,B
MB47.C,Tendency to fall,http://id.who.int/icd/entity/1093196899,https://icd.who.int/browse/2025-01/mms/en#1093196899,B
MB47.D,Tetany,http://id.who.int/icd/entity/1468891747,https://icd.who.int/browse/2025-01/mms/en#1468891747,B
MB48.00,Vertigo of central origin,http://id.who.int/icd/entity/796932381,https://icd.who.int/browse/2025-01/mms/en#796932381,B
MB48.1,Disorder of equilibrium,http://id.who.int/icd/entity/1817247302,https://icd.who.int/browse/2025-01/mms/en#1817247302,B
MB48.2,Exertional dizziness,http://id.who.int/icd/entity/590560479,https://icd.who.int/browse/2025-01/mms/en#590560479,B
MB48.3,Light-headedness,http://id.who.int/icd/entity/220170017,https://icd.who.int/browse/2025-01/mms/en#220170017,B
MB48.4,Presyncope,http://id.who.int/icd/entity/751369389,https://icd.who.int/browse/2025-01/mms/en#751369389,B
MB49,Aura,http://id.who.int/icd/entity/1191288441,https://icd.who.int/browse/2025-01/mms/en#1191288441,B
MB4A,Apraxia,http://id.who.int/icd/entity/986651951,https://icd.who.int/browse/2025-01/mms/en#986651951,B
MB4B.0,Dyslexia and alexia,http://id.who.int/icd/entity/724140102,https://icd.who.int/browse/2025-01/mms/en#724140102,B
MB4B.1,Agnosia,http://id.who.int/icd/entity/1315065296,https://icd.who.int/browse/2025-01/mms/en#1315065296,B
MB4B.2,Acalculia,http://id.who.int/icd/entity/1954421964,https://icd.who.int/browse/2025-01/mms/en#1954421964,B
MB4B.3,Agraphia,http://id.who.int/icd/entity/1372096058,https://icd.who.int/browse/2025-01/mms/en#1372096058,B
MB4B.4,Anomia,http://id.who.int/icd/entity/730186299,https://icd.who.int/browse/2025-01/mms/en#730186299,B
MB4B.5,Dyscalculia,http://id.who.int/icd/entity/308101648,https://icd.who.int/browse/2025-01/mms/en#308101648,B
MB4C,Gerstmann syndrome,http://id.who.int/icd/entity/1121787098,https://icd.who.int/browse/2025-01/mms/en#1121787098,B
MB4D,"Headache, not elsewhere classified",http://id.who.int/icd/entity/1405405864,https://icd.who.int/browse/2025-01/mms/en#1405405864,B
MB50.0,Flaccid tetraplegia,http://id.who.int/icd/entity/755893924,https://icd.who.int/browse/2025-01/mms/en#755893924,B
MB50.1,Spastic tetraplegia,http://id.who.int/icd/entity/1591776568,https://icd.who.int/browse/2025-01/mms/en#1591776568,B
MB51.0,Flaccid diplegia of upper extremities,http://id.who.int/icd/entity/432727256,https://icd.who.int/browse/2025-01/mms/en#432727256,B
MB51.1,Spastic diplegia of upper extremities,http://id.who.int/icd/entity/1983602303,https://icd.who.int/browse/2025-01/mms/en#1983602303,B
MB52,Diplegia of lower extremities,http://id.who.int/icd/entity/913303272,https://icd.who.int/browse/2025-01/mms/en#913303272,B
MB53.0,Alternating hemiplegia,http://id.who.int/icd/entity/774373615,https://icd.who.int/browse/2025-01/mms/en#774373615,B
MB53.1,Flaccid hemiplegia,http://id.who.int/icd/entity/1478817379,https://icd.who.int/browse/2025-01/mms/en#1478817379,B
MB53.2,Spastic hemiplegia,http://id.who.int/icd/entity/1030700023,https://icd.who.int/browse/2025-01/mms/en#1030700023,B
MB54.0,Flaccid monoplegia of upper extremity,http://id.who.int/icd/entity/1718614123,https://icd.who.int/browse/2025-01/mms/en#1718614123,B
MB54.1,Spastic monoplegia of upper extremity,http://id.who.int/icd/entity/1914238947,https://icd.who.int/browse/2025-01/mms/en#1914238947,B
MB55.0,Flaccid monoplegia of lower extremity,http://id.who.int/icd/entity/122391296,https://icd.who.int/browse/2025-01/mms/en#122391296,B
MB55.1,Spastic monoplegia of lower extremity,http://id.who.int/icd/entity/1572730333,https://icd.who.int/browse/2025-01/mms/en#1572730333,B
MB56,Paraplegia,http://id.who.int/icd/entity/1212533558,https://icd.who.int/browse/2025-01/mms/en#1212533558,B
MB57.0,Functional level of injury of cervical spinal cord,http://id.who.int/icd/entity/2090628044,https://icd.who.int/browse/2025-01/mms/en#2090628044,B
MB57.1,Functional level of injury of thoracic spinal cord,http://id.who.int/icd/entity/327692789,https://icd.who.int/browse/2025-01/mms/en#327692789,B
MB57.2,Functional level of injury of lumbar spinal cord,http://id.who.int/icd/entity/1844842838,https://icd.who.int/browse/2025-01/mms/en#1844842838,B
MB57.3,"Functional level of injury of spinal cord, sacrum",http://id.who.int/icd/entity/1393570590,https://icd.who.int/browse/2025-01/mms/en#1393570590,B
MB60,Sleeptalking,http://id.who.int/icd/entity/1552856729,https://icd.who.int/browse/2025-01/mms/en#1552856729,B
MB70.0,Abnormal level of enzymes in cerebrospinal fluid,http://id.who.int/icd/entity/1612048438,https://icd.who.int/browse/2025-01/mms/en#1612048438,B
MB70.1,Abnormal level of hormones in cerebrospinal fluid,http://id.who.int/icd/entity/90056096,https://icd.who.int/browse/2025-01/mms/en#90056096,B
MB70.2,"Abnormal level of drugs, medicaments and biological substances in cerebrospinal fluid",http://id.who.int/icd/entity/1911780703,https://icd.who.int/browse/2025-01/mms/en#1911780703,B
MB70.3,Abnormal level of substances chiefly nonmedicinal as to source in cerebrospinal fluid,http://id.who.int/icd/entity/347650251,https://icd.who.int/browse/2025-01/mms/en#347650251,B
MB70.4,Abnormal immunological findings in cerebrospinal fluid,http://id.who.int/icd/entity/1733700447,https://icd.who.int/browse/2025-01/mms/en#1733700447,B
MB70.5,Abnormal microbiological findings in cerebrospinal fluid,http://id.who.int/icd/entity/35514059,https://icd.who.int/browse/2025-01/mms/en#35514059,B
MB70.6,Abnormal cytological findings in cerebrospinal fluid,http://id.who.int/icd/entity/1991292468,https://icd.who.int/browse/2025-01/mms/en#1991292468,B
MB70.7,Abnormal histological findings in cerebrospinal fluid,http://id.who.int/icd/entity/335248290,https://icd.who.int/browse/2025-01/mms/en#335248290,B
MB70.8,Other abnormal findings in cerebrospinal fluid,http://id.who.int/icd/entity/1855090404,https://icd.who.int/browse/2025-01/mms/en#1855090404,B
MB71.0,Intracranial space-occupying lesion,http://id.who.int/icd/entity/1904765755,https://icd.who.int/browse/2025-01/mms/en#1904765755,B
MB72,Results of function studies of the nervous system,http://id.who.int/icd/entity/449566259,https://icd.who.int/browse/2025-01/mms/en#449566259,B
MC10,Eye appearance abnormal,http://id.who.int/icd/entity/1995293728,https://icd.who.int/browse/2025-01/mms/en#1995293728,B
MC11,Eye sensation abnormal,http://id.who.int/icd/entity/1677539077,https://icd.who.int/browse/2025-01/mms/en#1677539077,B
MC12,Chronic enlargement of lacrimal gland,http://id.who.int/icd/entity/1319974781,https://icd.who.int/browse/2025-01/mms/en#1319974781,B
MC13,Epiphora,http://id.who.int/icd/entity/1611503766,https://icd.who.int/browse/2025-01/mms/en#1611503766,B
MC14,Eye discharge,http://id.who.int/icd/entity/1075869307,https://icd.who.int/browse/2025-01/mms/en#1075869307,B
MC15,Red eye,http://id.who.int/icd/entity/1187945554,https://icd.who.int/browse/2025-01/mms/en#1187945554,B
MC16,Pallor conjunctiva,http://id.who.int/icd/entity/1920226292,https://icd.who.int/browse/2025-01/mms/en#1920226292,B
MC17,Icteric sclera,http://id.who.int/icd/entity/135288091,https://icd.who.int/browse/2025-01/mms/en#135288091,B
MC18,Ocular pain,http://id.who.int/icd/entity/1163249568,https://icd.who.int/browse/2025-01/mms/en#1163249568,B
MC19,Quadrantanopia,http://id.who.int/icd/entity/817108219,https://icd.who.int/browse/2025-01/mms/en#817108219,B
MC1A,Visual floaters,http://id.who.int/icd/entity/1682787895,https://icd.who.int/browse/2025-01/mms/en#1682787895,B
MC1B,Symptom or complaint of the eyelid,http://id.who.int/icd/entity/1339161323,https://icd.who.int/browse/2025-01/mms/en#1339161323,B
MC1C,Symptom or complaint of glasses,http://id.who.int/icd/entity/1834100878,https://icd.who.int/browse/2025-01/mms/en#1834100878,B
MC1D,Symptom or complaint of contact lens,http://id.who.int/icd/entity/1522600432,https://icd.who.int/browse/2025-01/mms/en#1522600432,B
MC20.0,Staphyloma,http://id.who.int/icd/entity/530476225,https://icd.who.int/browse/2025-01/mms/en#530476225,B
MC20.1,Small drusen of the macula,http://id.who.int/icd/entity/928230143,https://icd.who.int/browse/2025-01/mms/en#928230143,B
