class_id,class_name,depth,rxcui,generic_name,tty,rela
D004414,Dyspareunia,2,1370971,ospemifene,IN,may_treat
D004414,Dyspareunia,2,3143,prasterone,IN,may_treat
D020920,Dyssomnias,2,2591497,daridorexant,IN,ci_with
D020920,Dyssomnias,2,6470,lorazepam,IN,ci_with
D020920,Dyssomnias,2,2288236,ozanimod,IN,ci_with
D020920,Dyssomnias,2,35185,quazepam,IN,ci_with
D020920,Dyssomnias,2,1547099,suvorexant,IN,ci_with
D020920,Dyssomnias,2,161203,aceprometazine,IN,may_treat
D020920,Dyssomnias,2,719,amobarbital,IN,may_treat
D020920,Dyssomnias,2,725,amphetamine,IN,may_treat
D020920,Dyssomnias,2,17381,aprobarbital,IN,may_treat
D020920,Dyssomnias,2,1749,bromazepam,IN,may_treat
D020920,Dyssomnias,2,19759,bromodiphenhydramine,IN,may_treat
D020920,Dyssomnias,2,477631,butabarbital,IN,may_treat
D020920,Dyssomnias,2,19874,butobarbital,IN,may_treat
D020920,Dyssomnias,2,2002,carbamazepine,IN,may_treat
D020920,Dyssomnias,2,2372,chlormethiazole,IN,may_treat
D020920,Dyssomnias,2,2598,clonazepam,IN,may_treat
D020920,Dyssomnias,2,2591497,daridorexant,IN,may_treat
D020920,Dyssomnias,2,3288,dextroamphetamine,IN,may_treat
D020920,Dyssomnias,2,3498,diphenhydramine,IN,may_treat
D020920,Dyssomnias,2,3642,doxylamine,IN,may_treat
D020920,Dyssomnias,2,4077,estazolam,IN,may_treat
D020920,Dyssomnias,2,461016,eszopiclone,IN,may_treat
D020920,Dyssomnias,2,4118,ethchlorvynol,IN,may_treat
D020920,Dyssomnias,2,24474,ethinamate,IN,may_treat
D020920,Dyssomnias,2,4460,flunitrazepam,IN,may_treat
D020920,Dyssomnias,2,4501,flurazepam,IN,may_treat
D020920,Dyssomnias,2,4903,glutethimide,IN,may_treat
D020920,Dyssomnias,2,262150,iron carbonyl,IN,may_treat
D020920,Dyssomnias,2,2272403,lemborexant,IN,may_treat
D020920,Dyssomnias,2,6470,lorazepam,IN,may_treat
D020920,Dyssomnias,2,28894,lormetazepam,IN,may_treat
D020920,Dyssomnias,2,6711,melatonin,IN,may_treat
D020920,Dyssomnias,2,6816,methamphetamine,IN,may_treat
D020920,Dyssomnias,2,6823,methaqualone,IN,may_treat
D020920,Dyssomnias,2,6901,methylphenidate,IN,may_treat
D020920,Dyssomnias,2,6910,methyprylon,IN,may_treat
D020920,Dyssomnias,2,30125,modafinil,IN,may_treat
D020920,Dyssomnias,2,7440,nitrazepam,IN,may_treat
D020920,Dyssomnias,2,2387302,oxybate,IN,may_treat
D020920,Dyssomnias,2,7966,pemoline,IN,may_treat
D020920,Dyssomnias,2,8770,propiomazine,IN,may_treat
D020920,Dyssomnias,2,35185,quazepam,IN,may_treat
D020920,Dyssomnias,2,596205,ramelteon,IN,may_treat
D020920,Dyssomnias,2,616739,rotigotine,IN,may_treat
D020920,Dyssomnias,2,9624,secobarbital,IN,may_treat
D020920,Dyssomnias,2,1547099,suvorexant,IN,may_treat
D020920,Dyssomnias,2,1490468,tasimelteon,IN,may_treat
D020920,Dyssomnias,2,10355,temazepam,IN,may_treat
D020920,Dyssomnias,2,38077,thiobutabarbital,IN,may_treat
D020920,Dyssomnias,2,38260,tibolone,IN,may_treat
D020920,Dyssomnias,2,10737,trazodone,IN,may_treat
D020920,Dyssomnias,2,10767,triazolam,IN,may_treat
D020920,Dyssomnias,2,10898,tryptophan,IN,may_treat
D020920,Dyssomnias,2,253206,valerian root extract,IN,may_treat
D020920,Dyssomnias,2,1424884,vilanterol,IN,may_treat
D020920,Dyssomnias,2,74667,zaleplon,IN,may_treat
D020920,Dyssomnias,2,39993,zolpidem,IN,may_treat
D019263,Dysthymic Disorder,3,6646,maprotiline,IN,may_treat
D019960,Elimination Disorders,1,3251,desmopressin,IN,may_treat
D019960,Elimination Disorders,1,5691,imipramine,IN,may_treat
D019960,Elimination Disorders,1,6646,maprotiline,IN,may_treat
D019960,Elimination Disorders,1,7531,nortriptyline,IN,may_treat
D004775,Enuresis,2,3251,desmopressin,IN,may_treat
D004775,Enuresis,2,5691,imipramine,IN,may_treat
D004775,Enuresis,2,6646,maprotiline,IN,may_treat
D004775,Enuresis,2,7531,nortriptyline,IN,may_treat
D007172,Erectile Dysfunction,2,598,alprostadil,IN,may_treat
D007172,Erectile Dysfunction,2,1291301,avanafil,IN,may_treat
D007172,Erectile Dysfunction,2,325526,ginseng preparation,IN,may_treat
D007172,Erectile Dysfunction,2,6904,methyltestosterone,IN,may_treat
D007172,Erectile Dysfunction,2,7895,papaverine,IN,may_treat
D007172,Erectile Dysfunction,2,8013,pentoxifylline,IN,may_treat
D007172,Erectile Dysfunction,2,136411,sildenafil,IN,may_treat
D007172,Erectile Dysfunction,2,358263,tadalafil,IN,may_treat
D007172,Erectile Dysfunction,2,306674,vardenafil,IN,may_treat
D007172,Erectile Dysfunction,2,220982,yohimbine,IN,may_treat
D001068,Feeding and Eating Disorders,1,36514,sibutramine,IN,ci_with
D001068,Feeding and Eating Disorders,1,32937,paroxetine,IN,may_treat
D001068,Feeding and Eating Disorders,1,36437,sertraline,IN,may_treat
D006556,Heroin Dependence,4,1819,buprenorphine,IN,may_treat
D006677,Histrionic Personality Disorder,2,325526,ginseng preparation,IN,ci_with
D006816,Huntington Disease,3,1292,baclofen,IN,may_treat
D006816,Huntington Disease,3,8076,perphenazine,IN,may_treat
D006816,Huntington Disease,3,8331,pimozide,IN,may_treat
D006816,Huntington Disease,3,10390,tetrabenazine,IN,may_treat
D006816,Huntington Disease,3,21406,ubidecarenone,IN,may_treat
D007046,Hysteria,3,325526,ginseng preparation,IN,ci_with
D008607,Intellectual Disability,2,1731031,lesinurad,IN,ci_with
D008607,Intellectual Disability,2,2569562,lonapegsomatropin,IN,ci_with
D008607,Intellectual Disability,2,2644503,somatrogon,IN,ci_with
D008607,Intellectual Disability,2,61148,somatropin,IN,ci_with
D008607,Intellectual Disability,2,1827,buspirone,IN,may_treat
D008607,Intellectual Disability,2,2732215,copper histidinate,IN,may_treat
D008607,Intellectual Disability,2,2612527,elivaldogene autotemcel,IN,may_treat
D008607,Intellectual Disability,2,644101,idursulfase,IN,may_treat
D008607,Intellectual Disability,2,56570,somatrem,IN,may_treat
D008607,Intellectual Disability,2,61148,somatropin,IN,may_treat
D008607,Intellectual Disability,2,2740012,tividenofusp alfa,IN,may_treat
D008607,Intellectual Disability,2,2632852,trofinetide,IN,may_treat
D020179,Jet Lag Syndrome,4,6711,melatonin,IN,may_treat
D003865,Major Depressive Disorder,3,1658314,brexpiprazole,IN,may_treat
D003865,Major Depressive Disorder,3,734064,desvenlafaxine,IN,may_treat
D003865,Major Depressive Disorder,3,72625,duloxetine,IN,may_treat
D003865,Major Depressive Disorder,3,321988,escitalopram,IN,may_treat
D003865,Major Depressive Disorder,3,4493,fluoxetine,IN,may_treat
D003865,Major Depressive Disorder,3,2672253,gepirone,IN,may_treat
D003865,Major Depressive Disorder,3,1433212,levomilnacipran,IN,may_treat
D003865,Major Depressive Disorder,3,1040028,lurasidone,IN,may_treat
D003865,Major Depressive Disorder,3,588250,milnacipran,IN,may_treat
D003865,Major Depressive Disorder,3,51272,quetiapine,IN,may_treat
D003865,Major Depressive Disorder,3,1086769,vilazodone,IN,may_treat
D003865,Major Depressive Disorder,3,1455099,vortioxetine,IN,may_treat
D001523,Mental Disorders,0,70223,aldesleukin,IN,ci_with
D001523,Mental Disorders,0,725,amphetamine,IN,ci_with
D001523,Mental Disorders,0,17941,IN,ci_with
D001523,Mental Disorders,0,1359,belladonna alkaloids,IN,ci_with
D001523,Mental Disorders,0,89781,"belladonna extract, USP",IN,ci_with
D001523,Mental Disorders,0,314517,belladonna leaf extract,IN,ci_with
D001523,Mental Disorders,0,1422,benzphetamine,IN,ci_with
D001523,Mental Disorders,0,42347,bupropion,IN,ci_with
D001523,Mental Disorders,0,1841,butorphanol,IN,ci_with
D001523,Mental Disorders,0,3007,cycloserine,IN,ci_with
D001523,Mental Disorders,0,2591497,daridorexant,IN,ci_with
D001523,Mental Disorders,0,62174,deserpidine,IN,ci_with
D001523,Mental Disorders,0,22656,desogestrel,IN,ci_with
D001523,Mental Disorders,0,352372,dexmethylphenidate,IN,ci_with
D001523,Mental Disorders,0,3288,dextroamphetamine,IN,ci_with
D001523,Mental Disorders,0,1598,dicumarol,IN,ci_with
D001523,Mental Disorders,0,3389,diethylpropion,IN,ci_with
D001523,Mental Disorders,0,3415,dihydroergocornine,IN,ci_with
D001523,Mental Disorders,0,3416,dihydroergocristine,IN,ci_with
D001523,Mental Disorders,0,3417,dihydroergocryptine,IN,ci_with
D001523,Mental Disorders,0,3554,disulfiram,IN,ci_with
D001523,Mental Disorders,0,10402,dronabinol,IN,ci_with
D001523,Mental Disorders,0,11636,drospirenone,IN,ci_with
D001523,Mental Disorders,0,1653781,eluxadoline,IN,ci_with
D001523,Mental Disorders,0,4024,"ergoloid mesylates, USP",IN,ci_with
D001523,Mental Disorders,0,14584,etonogestrel,IN,ci_with
D001523,Mental Disorders,0,4328,fenfluramine,IN,ci_with
D001523,Mental Disorders,0,325526,ginseng preparation,IN,ci_with
D001523,Mental Disorders,0,4850,glucose,IN,ci_with
D001523,Mental Disorders,0,6130,ketamine,IN,ci_with
D001523,Mental Disorders,0,6373,levonorgestrel,IN,ci_with
D001523,Mental Disorders,0,700810,lisdexamfetamine,IN,ci_with
D001523,Mental Disorders,0,6664,mazindol,IN,ci_with
D001523,Mental Disorders,0,6694,mefloquine,IN,ci_with
D001523,Mental Disorders,0,6782,mestranol,IN,ci_with
D001523,Mental Disorders,0,6816,methamphetamine,IN,ci_with
D001523,Mental Disorders,0,6901,methylphenidate,IN,ci_with
D001523,Mental Disorders,0,7243,naltrexone,IN,ci_with
D001523,Mental Disorders,0,326374,norelgestromin,IN,ci_with
D001523,Mental Disorders,0,31994,norgestimate,IN,ci_with
D001523,Mental Disorders,0,7781,oxazepam,IN,ci_with
D001523,Mental Disorders,0,2387302,oxybate,IN,ci_with
D001523,Mental Disorders,0,7966,pemoline,IN,ci_with
D001523,Mental Disorders,0,33272,phendimetrazine,IN,ci_with
D001523,Mental Disorders,0,8133,phenmetrazine,IN,ci_with
D001523,Mental Disorders,0,8150,phenprocoumon,IN,ci_with
D001523,Mental Disorders,0,8152,phentermine,IN,ci_with
D001523,Mental Disorders,0,8702,procarbazine,IN,ci_with
D001523,Mental Disorders,0,8704,prochlorperazine,IN,ci_with
D001523,Mental Disorders,0,9260,reserpine,IN,ci_with
D001523,Mental Disorders,0,36514,sibutramine,IN,ci_with
D001523,Mental Disorders,0,1547099,suvorexant,IN,ci_with
D001523,Mental Disorders,0,10689,tramadol,IN,ci_with
D001523,Mental Disorders,0,11289,warfarin,IN,ci_with
D001523,Mental Disorders,0,68503,ziconotide,IN,ci_with
D001523,Mental Disorders,0,91235,Digitalis preparation,IN,may_treat
D001523,Mental Disorders,0,82819,acamprosate,IN,may_treat
D001523,Mental Disorders,0,161203,aceprometazine,IN,may_treat
D001523,Mental Disorders,0,16735,acetophenazine,IN,may_treat
D001523,Mental Disorders,0,272,activated charcoal,IN,may_treat
D001523,Mental Disorders,0,2557217,aducanumab,IN,may_treat
D001523,Mental Disorders,0,596,alprazolam,IN,may_treat
D001523,Mental Disorders,0,704,amitriptyline,IN,may_treat
D001523,Mental Disorders,0,719,amobarbital,IN,may_treat
D001523,Mental Disorders,0,722,amoxapine,IN,may_treat
D001523,Mental Disorders,0,725,amphetamine,IN,may_treat
D001523,Mental Disorders,0,17381,aprobarbital,IN,may_treat
D001523,Mental Disorders,0,89013,aripiprazole,IN,may_treat
D001523,Mental Disorders,0,1673265,aripiprazole lauroxil,IN,may_treat
D001523,Mental Disorders,0,641465,armodafinil,IN,may_treat
D001523,Mental Disorders,0,784649,asenapine,IN,may_treat
D001523,Mental Disorders,0,38400,atomoxetine,IN,may_treat
D001523,Mental Disorders,0,1291301,avanafil,IN,may_treat
D001523,Mental Disorders,0,1292,baclofen,IN,may_treat
D001523,Mental Disorders,0,1373,benperidol,IN,may_treat
D001523,Mental Disorders,0,2690627,benzgalantamine,IN,may_treat
D001523,Mental Disorders,0,2176312,bremelanotide,IN,may_treat
D001523,Mental Disorders,0,2121777,brexanolone,IN,may_treat
D001523,Mental Disorders,0,1658314,brexpiprazole,IN,may_treat
D001523,Mental Disorders,0,1749,bromazepam,IN,may_treat
D001523,Mental Disorders,0,19759,bromodiphenhydramine,IN,may_treat
D001523,Mental Disorders,0,19777,bromperidol,IN,may_treat
D001523,Mental Disorders,0,1819,buprenorphine,IN,may_treat
D001523,Mental Disorders,0,42347,bupropion,IN,may_treat
D001523,Mental Disorders,0,1827,buspirone,IN,may_treat
D001523,Mental Disorders,0,477631,butabarbital,IN,may_treat
D001523,Mental Disorders,0,19874,butobarbital,IN,may_treat
D001523,Mental Disorders,0,2002,carbamazepine,IN,may_treat
D001523,Mental Disorders,0,1667655,cariprazine,IN,may_treat
D001523,Mental Disorders,0,2296,charcoal,IN,may_treat
D001523,Mental Disorders,0,2356,chlordiazepoxide,IN,may_treat
D001523,Mental Disorders,0,2372,chlormethiazole,IN,may_treat
D001523,Mental Disorders,0,2373,chlormezanone,IN,may_treat
D001523,Mental Disorders,0,2403,chlorpromazine,IN,may_treat
D001523,Mental Disorders,0,2406,chlorprothixene,IN,may_treat
D001523,Mental Disorders,0,2556,citalopram,IN,may_treat
D001523,Mental Disorders,0,2597,clomipramine,IN,may_treat
D001523,Mental Disorders,0,2598,clonazepam,IN,may_treat
D001523,Mental Disorders,0,2599,clonidine,IN,may_treat
D001523,Mental Disorders,0,2603,clopamide,IN,may_treat
D001523,Mental Disorders,0,2353,clorazepate,IN,may_treat
D001523,Mental Disorders,0,2622,clotiazepam,IN,may_treat
D001523,Mental Disorders,0,2626,clozapine,IN,may_treat
D001523,Mental Disorders,0,3013,cyproheptadine,IN,may_treat
D001523,Mental Disorders,0,2591497,daridorexant,IN,may_treat
D001523,Mental Disorders,0,62174,deserpidine,IN,may_treat
D001523,Mental Disorders,0,3247,desipramine,IN,may_treat
D001523,Mental Disorders,0,3251,desmopressin,IN,may_treat
D001523,Mental Disorders,0,734064,desvenlafaxine,IN,may_treat
D001523,Mental Disorders,0,352372,dexmethylphenidate,IN,may_treat
D001523,Mental Disorders,0,3288,dextroamphetamine,IN,may_treat
D001523,Mental Disorders,0,3322,diazepam,IN,may_treat
D001523,Mental Disorders,0,3332,dibenzepin,IN,may_treat
D001523,Mental Disorders,0,3403,digitoxin,IN,may_treat
D001523,Mental Disorders,0,3407,digoxin,IN,may_treat
D001523,Mental Disorders,0,203223,digoxin antibodies Fab fragments,IN,may_treat
D001523,Mental Disorders,0,3498,diphenhydramine,IN,may_treat
D001523,Mental Disorders,0,3554,disulfiram,IN,may_treat
D001523,Mental Disorders,0,2687966,donanemab,IN,may_treat
D001523,Mental Disorders,0,135447,donepezil,IN,may_treat
D001523,Mental Disorders,0,3634,dothiepin,IN,may_treat
D001523,Mental Disorders,0,3637,doxapram,IN,may_treat
D001523,Mental Disorders,0,3638,doxepin,IN,may_treat
D001523,Mental Disorders,0,3642,doxylamine,IN,may_treat
D001523,Mental Disorders,0,3648,droperidol,IN,may_treat
D001523,Mental Disorders,0,72625,duloxetine,IN,may_treat
D001523,Mental Disorders,0,3755,edetic acid,IN,may_treat
D001523,Mental Disorders,0,4024,"ergoloid mesylates, USP",IN,may_treat
D001523,Mental Disorders,0,321988,escitalopram,IN,may_treat
D001523,Mental Disorders,0,2119365,esketamine,IN,may_treat
D001523,Mental Disorders,0,4077,estazolam,IN,may_treat
D001523,Mental Disorders,0,461016,eszopiclone,IN,may_treat
D001523,Mental Disorders,0,4118,ethchlorvynol,IN,may_treat
D001523,Mental Disorders,0,24474,ethinamate,IN,may_treat
D001523,Mental Disorders,0,4328,fenfluramine,IN,may_treat
D001523,Mental Disorders,0,1665509,flibanserin,IN,may_treat
D001523,Mental Disorders,0,4457,flumazenil,IN,may_treat
D001523,Mental Disorders,0,4460,flunitrazepam,IN,may_treat
D001523,Mental Disorders,0,4493,fluoxetine,IN,may_treat
D001523,Mental Disorders,0,4495,flupenthixol,IN,may_treat
D001523,Mental Disorders,0,4496,fluphenazine,IN,may_treat
D001523,Mental Disorders,0,4501,flurazepam,IN,may_treat
D001523,Mental Disorders,0,4507,fluspirilene,IN,may_treat
D001523,Mental Disorders,0,42355,fluvoxamine,IN,may_treat
D001523,Mental Disorders,0,25480,gabapentin,IN,may_treat
D001523,Mental Disorders,0,4637,galantamine,IN,may_treat
D001523,Mental Disorders,0,2672253,gepirone,IN,may_treat
D001523,Mental Disorders,0,325526,ginseng preparation,IN,may_treat
D001523,Mental Disorders,0,4903,glutethimide,IN,may_treat
D001523,Mental Disorders,0,40114,guanfacine,IN,may_treat
D001523,Mental Disorders,0,26412,halazepam,IN,may_treat
D001523,Mental Disorders,0,5093,haloperidol,IN,may_treat
D001523,Mental Disorders,0,2267703,huperzine A,IN,may_treat
D001523,Mental Disorders,0,5553,hydroxyzine,IN,may_treat
D001523,Mental Disorders,0,73178,iloperidone,IN,may_treat
D001523,Mental Disorders,0,5691,imipramine,IN,may_treat
D001523,Mental Disorders,0,5975,ipecac,IN,may_treat
D001523,Mental Disorders,0,262150,iron carbonyl,IN,may_treat
D001523,Mental Disorders,0,6011,isocarboxazid,IN,may_treat
D001523,Mental Disorders,0,6026,isoflurane,IN,may_treat
D001523,Mental Disorders,0,285228,kava preparation,IN,may_treat
D001523,Mental Disorders,0,28439,lamotrigine,IN,may_treat
D001523,Mental Disorders,0,2626143,lecanemab,IN,may_treat
D001523,Mental Disorders,0,2272403,lemborexant,IN,may_treat
D001523,Mental Disorders,0,237005,levomethadyl,IN,may_treat
D001523,Mental Disorders,0,1433212,levomilnacipran,IN,may_treat
D001523,Mental Disorders,0,700810,lisdexamfetamine,IN,may_treat
D001523,Mental Disorders,0,6448,lithium,IN,may_treat
D001523,Mental Disorders,0,746070,lithium aspartate,IN,may_treat
D001523,Mental Disorders,0,42351,lithium carbonate,IN,may_treat
D001523,Mental Disorders,0,52105,lithium citrate,IN,may_treat
D001523,Mental Disorders,0,28863,lofexidine,IN,may_treat
D001523,Mental Disorders,0,6470,lorazepam,IN,may_treat
D001523,Mental Disorders,0,28894,lormetazepam,IN,may_treat
D001523,Mental Disorders,0,6475,loxapine,IN,may_treat
D001523,Mental Disorders,0,2275602,lumateperone,IN,may_treat
D001523,Mental Disorders,0,1040028,lurasidone,IN,may_treat
D001523,Mental Disorders,0,52356,magnesium citrate,IN,may_treat
D001523,Mental Disorders,0,6646,maprotiline,IN,may_treat
D001523,Mental Disorders,0,6673,mecamylamine,IN,may_treat
D001523,Mental Disorders,0,6680,medazepam,IN,may_treat
D001523,Mental Disorders,0,6711,melatonin,IN,may_treat
D001523,Mental Disorders,0,6719,memantine,IN,may_treat
D001523,Mental Disorders,0,6760,meprobamate,IN,may_treat
D001523,Mental Disorders,0,6779,mesoridazine,IN,may_treat
D001523,Mental Disorders,0,6813,methadone,IN,may_treat
D001523,Mental Disorders,0,6816,methamphetamine,IN,may_treat
D001523,Mental Disorders,0,6823,methaqualone,IN,may_treat
D001523,Mental Disorders,0,6852,methotrimeprazine,IN,may_treat
D001523,Mental Disorders,0,6901,methylphenidate,IN,may_treat
D001523,Mental Disorders,0,6904,methyltestosterone,IN,may_treat
D001523,Mental Disorders,0,6910,methyprylon,IN,may_treat
D001523,Mental Disorders,0,6960,midazolam,IN,may_treat
D001523,Mental Disorders,0,588250,milnacipran,IN,may_treat
D001523,Mental Disorders,0,15996,mirtazapine,IN,may_treat
D001523,Mental Disorders,0,30125,modafinil,IN,may_treat
D001523,Mental Disorders,0,7019,molindone,IN,may_treat
D001523,Mental Disorders,0,31479,nalmefene,IN,may_treat
D001523,Mental Disorders,0,7242,naloxone,IN,may_treat
D001523,Mental Disorders,0,7243,naltrexone,IN,may_treat
D001523,Mental Disorders,0,31565,nefazodone,IN,may_treat
D001523,Mental Disorders,0,7407,nicotine,IN,may_treat
D001523,Mental Disorders,0,7440,nitrazepam,IN,may_treat
D001523,Mental Disorders,0,7486,nitrous oxide,IN,may_treat
D001523,Mental Disorders,0,3155,nordazepam,IN,may_treat
D001523,Mental Disorders,0,7531,nortriptyline,IN,may_treat
D001523,Mental Disorders,0,61381,olanzapine,IN,may_treat
D001523,Mental Disorders,0,26225,ondansetron,IN,may_treat
D001523,Mental Disorders,0,1370971,ospemifene,IN,may_treat
D001523,Mental Disorders,0,7781,oxazepam,IN,may_treat
D001523,Mental Disorders,0,2387302,oxybate,IN,may_treat
D001523,Mental Disorders,0,679314,paliperidone,IN,may_treat
D001523,Mental Disorders,0,7895,papaverine,IN,may_treat
D001523,Mental Disorders,0,7909,paraldehyde,IN,may_treat
D001523,Mental Disorders,0,32937,paroxetine,IN,may_treat
D001523,Mental Disorders,0,7966,pemoline,IN,may_treat
D001523,Mental Disorders,0,7974,penfluridol,IN,may_treat
D001523,Mental Disorders,0,8042,perazine,IN,may_treat
D001523,Mental Disorders,0,8047,pergolide,IN,may_treat
D001523,Mental Disorders,0,8766,periciazine,IN,may_treat
D001523,Mental Disorders,0,8076,perphenazine,IN,may_treat
D001523,Mental Disorders,0,8123,phenelzine,IN,may_treat
D001523,Mental Disorders,0,8156,phenylalanine,IN,may_treat
D001523,Mental Disorders,0,8331,pimozide,IN,may_treat
D001523,Mental Disorders,0,33739,pipamperone,IN,may_treat
D001523,Mental Disorders,0,8338,piperacetazine,IN,may_treat
D001523,Mental Disorders,0,8348,pipothiazine,IN,may_treat
D001523,Mental Disorders,0,2197878,pitolisant,IN,may_treat
D001523,Mental Disorders,0,34345,pralidoxime,IN,may_treat
D001523,Mental Disorders,0,746741,pramipexole,IN,may_treat
D001523,Mental Disorders,0,3143,prasterone,IN,may_treat
D001523,Mental Disorders,0,8627,prazepam,IN,may_treat
D001523,Mental Disorders,0,8701,procaine,IN,may_treat
D001523,Mental Disorders,0,8704,prochlorperazine,IN,may_treat
D001523,Mental Disorders,0,8742,promazine,IN,may_treat
D001523,Mental Disorders,0,8770,propiomazine,IN,may_treat
D001523,Mental Disorders,0,8782,propofol,IN,may_treat
D001523,Mental Disorders,0,8787,propranolol,IN,may_treat
D001523,Mental Disorders,0,8825,protamine sulfate (USP),IN,may_treat
D001523,Mental Disorders,0,8826,protamines,IN,may_treat
D001523,Mental Disorders,0,8886,protriptyline,IN,may_treat
D001523,Mental Disorders,0,35185,quazepam,IN,may_treat
D001523,Mental Disorders,0,51272,quetiapine,IN,may_treat
D001523,Mental Disorders,0,9100,racemethionine,IN,may_treat
D001523,Mental Disorders,0,596205,ramelteon,IN,may_treat
D001523,Mental Disorders,0,60842,reboxetine,IN,may_treat
D001523,Mental Disorders,0,9260,reserpine,IN,may_treat
D001523,Mental Disorders,0,35636,risperidone,IN,may_treat
D001523,Mental Disorders,0,183379,rivastigmine,IN,may_treat
D001523,Mental Disorders,0,616739,rotigotine,IN,may_treat
D001523,Mental Disorders,0,2559612,samidorphan,IN,may_treat
D001523,Mental Disorders,0,9624,secobarbital,IN,may_treat
D001523,Mental Disorders,0,9639,selegiline,IN,may_treat
D001523,Mental Disorders,0,2562176,serdexmethylphenidate,IN,may_treat
D001523,Mental Disorders,0,41996,sertindole,IN,may_treat
D001523,Mental Disorders,0,36437,sertraline,IN,may_treat
D001523,Mental Disorders,0,36676,sodium bicarbonate,IN,may_treat
D001523,Mental Disorders,0,1547099,suvorexant,IN,may_treat
D001523,Mental Disorders,0,10318,tacrine,IN,may_treat
D001523,Mental Disorders,0,1490468,tasimelteon,IN,may_treat
D001523,Mental Disorders,0,10355,temazepam,IN,may_treat
D001523,Mental Disorders,0,10390,tetrabenazine,IN,may_treat
D001523,Mental Disorders,0,37985,tetrazepam,IN,may_treat
D001523,Mental Disorders,0,10437,theobromine,IN,may_treat
D001523,Mental Disorders,0,10454,thiamine,IN,may_treat
D001523,Mental Disorders,0,10464,thiamylal,IN,may_treat
D001523,Mental Disorders,0,38077,thiobutabarbital,IN,may_treat
D001523,Mental Disorders,0,10502,thioridazine,IN,may_treat
D001523,Mental Disorders,0,10510,thiothixene,IN,may_treat
D001523,Mental Disorders,0,31914,tiagabine,IN,may_treat
D001523,Mental Disorders,0,38260,tibolone,IN,may_treat
D001523,Mental Disorders,0,314875,"tocopheryl acid succinate,D-alpha",IN,may_treat
D001523,Mental Disorders,0,38365,tofisopam,IN,may_treat
D001523,Mental Disorders,0,38404,topiramate,IN,may_treat
D001523,Mental Disorders,0,10734,tranylcypromine,IN,may_treat
D001523,Mental Disorders,0,10737,trazodone,IN,may_treat
D001523,Mental Disorders,0,10767,triazolam,IN,may_treat
D001523,Mental Disorders,0,1314420,tricaprylin,IN,may_treat
D001523,Mental Disorders,0,10800,trifluoperazine,IN,may_treat
D001523,Mental Disorders,0,10804,trifluperidol,IN,may_treat
D001523,Mental Disorders,0,10805,triflupromazine,IN,may_treat
D001523,Mental Disorders,0,10834,trimipramine,IN,may_treat
D001523,Mental Disorders,0,10898,tryptophan,IN,may_treat
D001523,Mental Disorders,0,21406,ubidecarenone,IN,may_treat
D001523,Mental Disorders,0,11017,uridine,IN,may_treat
D001523,Mental Disorders,0,1665222,uridine triacetate,IN,may_treat
D001523,Mental Disorders,0,253206,valerian root extract,IN,may_treat
D001523,Mental Disorders,0,39786,venlafaxine,IN,may_treat
D001523,Mental Disorders,0,1086769,vilazodone,IN,may_treat
D001523,Mental Disorders,0,11256,vitamin E,IN,may_treat
D001523,Mental Disorders,0,1455099,vortioxetine,IN,may_treat
D001523,Mental Disorders,0,2694828,xanomeline,IN,may_treat
D001523,Mental Disorders,0,220982,yohimbine,IN,may_treat
D001523,Mental Disorders,0,74667,zaleplon,IN,may_treat
D001523,Mental Disorders,0,115698,ziprasidone,IN,may_treat
D001523,Mental Disorders,0,39993,zolpidem,IN,may_treat
D001523,Mental Disorders,0,2669905,zuranolone,IN,may_treat
D019964,Mood Disorders,1,62174,deserpidine,IN,ci_with
D019964,Mood Disorders,1,9260,reserpine,IN,ci_with
D019964,Mood Disorders,1,596,alprazolam,IN,may_treat
D019964,Mood Disorders,1,704,amitriptyline,IN,may_treat
D019964,Mood Disorders,1,722,amoxapine,IN,may_treat
D019964,Mood Disorders,1,784649,asenapine,IN,may_treat
D019964,Mood Disorders,1,2121777,brexanolone,IN,may_treat
D019964,Mood Disorders,1,1658314,brexpiprazole,IN,may_treat
D019964,Mood Disorders,1,42347,bupropion,IN,may_treat
D019964,Mood Disorders,1,1827,buspirone,IN,may_treat
D019964,Mood Disorders,1,2002,carbamazepine,IN,may_treat
D019964,Mood Disorders,1,1667655,cariprazine,IN,may_treat
D019964,Mood Disorders,1,2556,citalopram,IN,may_treat
D019964,Mood Disorders,1,2597,clomipramine,IN,may_treat
D019964,Mood Disorders,1,2598,clonazepam,IN,may_treat
D019964,Mood Disorders,1,2626,clozapine,IN,may_treat
D019964,Mood Disorders,1,3247,desipramine,IN,may_treat
D019964,Mood Disorders,1,734064,desvenlafaxine,IN,may_treat
D019964,Mood Disorders,1,3332,dibenzepin,IN,may_treat
D019964,Mood Disorders,1,3634,dothiepin,IN,may_treat
D019964,Mood Disorders,1,3638,doxepin,IN,may_treat
D019964,Mood Disorders,1,72625,duloxetine,IN,may_treat
D019964,Mood Disorders,1,321988,escitalopram,IN,may_treat
D019964,Mood Disorders,1,2119365,esketamine,IN,may_treat
D019964,Mood Disorders,1,4493,fluoxetine,IN,may_treat
D019964,Mood Disorders,1,42355,fluvoxamine,IN,may_treat
D019964,Mood Disorders,1,25480,gabapentin,IN,may_treat
D019964,Mood Disorders,1,2672253,gepirone,IN,may_treat
