class_id,rxcui,generic_name,rela,condition_name
D020920,4501,flurazepam,may_treat,Dyssomnias
D020919,4501,flurazepam,may_treat,"Sleep Disorders, Intrinsic"
D007319,4501,flurazepam,may_treat,Sleep Initiation and Maintenance Disorders
D012893,4501,flurazepam,may_treat,Sleep Wake Disorders
D012559,4507,fluspirilene,may_treat,Schizophrenia
D019967,4507,fluspirilene,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D001008,42355,fluvoxamine,may_treat,Anxiety Disorders
D003866,42355,fluvoxamine,may_treat,Depressive Disorder
D019964,42355,fluvoxamine,may_treat,Mood Disorders
D009771,42355,fluvoxamine,may_treat,Obsessive-Compulsive Disorder
D016584,42355,fluvoxamine,may_treat,Panic Disorder
D003244,4603,furosemide,ci_with,Consciousness Disorders
D001008,25480,gabapentin,may_treat,Anxiety Disorders
D001714,25480,gabapentin,may_treat,Bipolar Disorder
D000068105,25480,gabapentin,may_treat,Bipolar and Related Disorders
D019964,25480,gabapentin,may_treat,Mood Disorders
D010698,25480,gabapentin,may_treat,Phobic Disorders
D000544,4637,galantamine,may_treat,Alzheimer Disease
D003704,4637,galantamine,may_treat,Dementia
D019965,4637,galantamine,may_treat,Neurocognitive Disorders
D003866,2672253,gepirone,may_treat,Depressive Disorder
D003865,2672253,gepirone,may_treat,Major Depressive Disorder
D019964,2672253,gepirone,may_treat,Mood Disorders
D006677,325526,ginseng preparation,ci_with,Histrionic Personality Disorder
D007046,325526,ginseng preparation,ci_with,Hysteria
D010554,325526,ginseng preparation,ci_with,Personality Disorders
D012559,325526,ginseng preparation,ci_with,Schizophrenia
D019967,325526,ginseng preparation,ci_with,Schizophrenia Spectrum and Other Psychotic Disorders
D007172,325526,ginseng preparation,may_treat,Erectile Dysfunction
D020018,325526,ginseng preparation,may_treat,"Sexual Dysfunctions, Psychological"
D000430,4850,glucose,ci_with,Alcohol Withdrawal Delirium
D019973,4850,glucose,ci_with,Alcohol-Related Disorders
D013375,4850,glucose,ci_with,Substance Withdrawal Syndrome
D019966,4850,glucose,ci_with,Substance-Related Disorders
D020920,4903,glutethimide,may_treat,Dyssomnias
D020919,4903,glutethimide,may_treat,"Sleep Disorders, Intrinsic"
D007319,4903,glutethimide,may_treat,Sleep Initiation and Maintenance Disorders
D012893,4903,glutethimide,may_treat,Sleep Wake Disorders
D001289,40114,guanfacine,may_treat,Attention Deficit Disorder with Hyperactivity
D019958,40114,guanfacine,may_treat,Attention Deficit and Disruptive Behavior Disorders
D065886,40114,guanfacine,may_treat,Neurodevelopmental Disorders
D001008,26412,halazepam,may_treat,Anxiety Disorders
D003244,50749,halofantrine,ci_with,Consciousness Disorders
D003244,5093,haloperidol,ci_with,Consciousness Disorders
D002653,5093,haloperidol,may_treat,Child Behavior Disorders
D065886,5093,haloperidol,may_treat,Neurodevelopmental Disorders
D011618,5093,haloperidol,may_treat,Psychotic Disorders
D012559,5093,haloperidol,may_treat,Schizophrenia
D019967,5093,haloperidol,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D013375,5093,haloperidol,may_treat,Substance Withdrawal Syndrome
D019966,5093,haloperidol,may_treat,Substance-Related Disorders
D013981,5093,haloperidol,may_treat,Tic Disorders
D005879,5093,haloperidol,may_treat,Tourette Syndrome
D000544,2267703,huperzine A,may_treat,Alzheimer Disease
D003704,2267703,huperzine A,may_treat,Dementia
D019965,2267703,huperzine A,may_treat,Neurocognitive Disorders
D019973,5514,hydroxocobalamin,may_treat,Alcohol-Related Disorders
D019966,5514,hydroxocobalamin,may_treat,Substance-Related Disorders
D001008,5553,hydroxyzine,may_treat,Anxiety Disorders
D013375,5553,hydroxyzine,may_treat,Substance Withdrawal Syndrome
D019966,5553,hydroxyzine,may_treat,Substance-Related Disorders
D008607,644101,idursulfase,may_treat,Intellectual Disability
D012559,73178,iloperidone,may_treat,Schizophrenia
D019967,73178,iloperidone,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D001008,5691,imipramine,may_treat,Anxiety Disorders
D001289,5691,imipramine,may_treat,Attention Deficit Disorder with Hyperactivity
D019958,5691,imipramine,may_treat,Attention Deficit and Disruptive Behavior Disorders
D003866,5691,imipramine,may_treat,Depressive Disorder
D019960,5691,imipramine,may_treat,Elimination Disorders
D004775,5691,imipramine,may_treat,Enuresis
D019964,5691,imipramine,may_treat,Mood Disorders
D065886,5691,imipramine,may_treat,Neurodevelopmental Disorders
D016584,5691,imipramine,may_treat,Panic Disorder
D003244,5975,ipecac,ci_with,Consciousness Disorders
D000076064,5975,ipecac,may_treat,Drug Misuse
D062787,5975,ipecac,may_treat,Drug Overdose
D063487,5975,ipecac,may_treat,Prescription Drug Misuse
D019966,5975,ipecac,may_treat,Substance-Related Disorders
D020920,262150,iron carbonyl,may_treat,Dyssomnias
D020447,262150,iron carbonyl,may_treat,Parasomnias
D012148,262150,iron carbonyl,may_treat,Restless Legs Syndrome
D020919,262150,iron carbonyl,may_treat,"Sleep Disorders, Intrinsic"
D012893,262150,iron carbonyl,may_treat,Sleep Wake Disorders
D003866,6011,isocarboxazid,may_treat,Depressive Disorder
D019964,6011,isocarboxazid,may_treat,Mood Disorders
D003866,6026,isoflurane,may_treat,Depressive Disorder
D019964,6026,isoflurane,may_treat,Mood Disorders
D001008,285228,kava preparation,may_treat,Anxiety Disorders
D003866,285228,kava preparation,may_treat,Depressive Disorder
D019964,285228,kava preparation,may_treat,Mood Disorders
D011618,6130,ketamine,ci_with,Psychotic Disorders
D019967,6130,ketamine,ci_with,Schizophrenia Spectrum and Other Psychotic Disorders
D001714,28439,lamotrigine,may_treat,Bipolar Disorder
D000068105,28439,lamotrigine,may_treat,Bipolar and Related Disorders
D019964,28439,lamotrigine,may_treat,Mood Disorders
D003072,2626143,lecanemab,may_prevent,Cognition Disorders
D060825,2626143,lecanemab,may_prevent,Cognitive Dysfunction
D003704,2626143,lecanemab,may_prevent,Dementia
D019965,2626143,lecanemab,may_prevent,Neurocognitive Disorders
D000544,2626143,lecanemab,may_treat,Alzheimer Disease
D003704,2626143,lecanemab,may_treat,Dementia
D019965,2626143,lecanemab,may_treat,Neurocognitive Disorders
D020920,2272403,lemborexant,may_treat,Dyssomnias
D020919,2272403,lemborexant,may_treat,"Sleep Disorders, Intrinsic"
D007319,2272403,lemborexant,may_treat,Sleep Initiation and Maintenance Disorders
D012893,2272403,lemborexant,may_treat,Sleep Wake Disorders
D008607,1731031,lesinurad,ci_with,Intellectual Disability
D000079524,237005,levomethadyl,may_treat,Narcotic-Related Disorders
D009293,237005,levomethadyl,may_treat,Opioid-Related Disorders
D019966,237005,levomethadyl,may_treat,Substance-Related Disorders
D003866,1433212,levomilnacipran,may_treat,Depressive Disorder
D003865,1433212,levomilnacipran,may_treat,Major Depressive Disorder
D019964,1433212,levomilnacipran,may_treat,Mood Disorders
D019966,6373,levonorgestrel,ci_with,Substance-Related Disorders
D014029,6373,levonorgestrel,ci_with,Tobacco Use Disorder
D019966,700810,lisdexamfetamine,ci_with,Substance-Related Disorders
D019973,700810,lisdexamfetamine,may_treat,Alcohol-Related Disorders
D001289,700810,lisdexamfetamine,may_treat,Attention Deficit Disorder with Hyperactivity
D019958,700810,lisdexamfetamine,may_treat,Attention Deficit and Disruptive Behavior Disorders
D063425,700810,lisdexamfetamine,may_treat,Binge Drinking
D065886,700810,lisdexamfetamine,may_treat,Neurodevelopmental Disorders
D019966,700810,lisdexamfetamine,may_treat,Substance-Related Disorders
D019958,6448,lithium,may_treat,Attention Deficit and Disruptive Behavior Disorders
D001714,6448,lithium,may_treat,Bipolar Disorder
D000068105,6448,lithium,may_treat,Bipolar and Related Disorders
D019955,6448,lithium,may_treat,Conduct Disorder
D003866,6448,lithium,may_treat,Depressive Disorder
D019964,6448,lithium,may_treat,Mood Disorders
D065886,6448,lithium,may_treat,Neurodevelopmental Disorders
D013313,6448,lithium,may_treat,"Stress Disorders, Post-Traumatic"
D040921,6448,lithium,may_treat,"Stress Disorders, Traumatic"
D000068099,6448,lithium,may_treat,Trauma and Stressor Related Disorders
D019958,746070,lithium aspartate,may_treat,Attention Deficit and Disruptive Behavior Disorders
D001714,746070,lithium aspartate,may_treat,Bipolar Disorder
D000068105,746070,lithium aspartate,may_treat,Bipolar and Related Disorders
D019955,746070,lithium aspartate,may_treat,Conduct Disorder
D003866,746070,lithium aspartate,may_treat,Depressive Disorder
D019964,746070,lithium aspartate,may_treat,Mood Disorders
D065886,746070,lithium aspartate,may_treat,Neurodevelopmental Disorders
D013313,746070,lithium aspartate,may_treat,"Stress Disorders, Post-Traumatic"
D040921,746070,lithium aspartate,may_treat,"Stress Disorders, Traumatic"
D000068099,746070,lithium aspartate,may_treat,Trauma and Stressor Related Disorders
D019958,42351,lithium carbonate,may_treat,Attention Deficit and Disruptive Behavior Disorders
D001714,42351,lithium carbonate,may_treat,Bipolar Disorder
D000068105,42351,lithium carbonate,may_treat,Bipolar and Related Disorders
D019955,42351,lithium carbonate,may_treat,Conduct Disorder
D003866,42351,lithium carbonate,may_treat,Depressive Disorder
D019964,42351,lithium carbonate,may_treat,Mood Disorders
D065886,42351,lithium carbonate,may_treat,Neurodevelopmental Disorders
D013313,42351,lithium carbonate,may_treat,"Stress Disorders, Post-Traumatic"
D040921,42351,lithium carbonate,may_treat,"Stress Disorders, Traumatic"
D000068099,42351,lithium carbonate,may_treat,Trauma and Stressor Related Disorders
D019958,52105,lithium citrate,may_treat,Attention Deficit and Disruptive Behavior Disorders
D001714,52105,lithium citrate,may_treat,Bipolar Disorder
D000068105,52105,lithium citrate,may_treat,Bipolar and Related Disorders
D019955,52105,lithium citrate,may_treat,Conduct Disorder
D003866,52105,lithium citrate,may_treat,Depressive Disorder
D019964,52105,lithium citrate,may_treat,Mood Disorders
D065886,52105,lithium citrate,may_treat,Neurodevelopmental Disorders
D013313,52105,lithium citrate,may_treat,"Stress Disorders, Post-Traumatic"
D040921,52105,lithium citrate,may_treat,"Stress Disorders, Traumatic"
D000068099,52105,lithium citrate,may_treat,Trauma and Stressor Related Disorders
D013375,28863,lofexidine,may_treat,Substance Withdrawal Syndrome
D019966,28863,lofexidine,may_treat,Substance-Related Disorders
D008607,2569562,lonapegsomatropin,ci_with,Intellectual Disability
D020920,6470,lorazepam,ci_with,Dyssomnias
D020919,6470,lorazepam,ci_with,"Sleep Disorders, Intrinsic"
D012893,6470,lorazepam,ci_with,Sleep Wake Disorders
D001008,6470,lorazepam,may_treat,Anxiety Disorders
D003866,6470,lorazepam,may_treat,Depressive Disorder
D020920,6470,lorazepam,may_treat,Dyssomnias
D019964,6470,lorazepam,may_treat,Mood Disorders
D011618,6470,lorazepam,may_treat,Psychotic Disorders
D019967,6470,lorazepam,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D020919,6470,lorazepam,may_treat,"Sleep Disorders, Intrinsic"
D007319,6470,lorazepam,may_treat,Sleep Initiation and Maintenance Disorders
D012893,6470,lorazepam,may_treat,Sleep Wake Disorders
D013375,6470,lorazepam,may_treat,Substance Withdrawal Syndrome
D019966,6470,lorazepam,may_treat,Substance-Related Disorders
D020920,28894,lormetazepam,may_treat,Dyssomnias
D020919,28894,lormetazepam,may_treat,"Sleep Disorders, Intrinsic"
D007319,28894,lormetazepam,may_treat,Sleep Initiation and Maintenance Disorders
D012893,28894,lormetazepam,may_treat,Sleep Wake Disorders
D003244,6475,loxapine,ci_with,Consciousness Disorders
D011618,6475,loxapine,may_treat,Psychotic Disorders
D012559,6475,loxapine,may_treat,Schizophrenia
D019967,6475,loxapine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D012559,2275602,lumateperone,may_treat,Schizophrenia
D019967,2275602,lumateperone,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D001714,1040028,lurasidone,may_treat,Bipolar Disorder
D000068105,1040028,lurasidone,may_treat,Bipolar and Related Disorders
D003866,1040028,lurasidone,may_treat,Depressive Disorder
D003865,1040028,lurasidone,may_treat,Major Depressive Disorder
D019964,1040028,lurasidone,may_treat,Mood Disorders
D012559,1040028,lurasidone,may_treat,Schizophrenia
D019967,1040028,lurasidone,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D000076064,52356,magnesium citrate,may_treat,Drug Misuse
D062787,52356,magnesium citrate,may_treat,Drug Overdose
D063487,52356,magnesium citrate,may_treat,Prescription Drug Misuse
D019966,52356,magnesium citrate,may_treat,Substance-Related Disorders
D001008,6646,maprotiline,may_treat,Anxiety Disorders
D001714,6646,maprotiline,may_treat,Bipolar Disorder
D000068105,6646,maprotiline,may_treat,Bipolar and Related Disorders
D019970,6646,maprotiline,may_treat,Cocaine-Related Disorders
D003866,6646,maprotiline,may_treat,Depressive Disorder
D019263,6646,maprotiline,may_treat,Dysthymic Disorder
D019960,6646,maprotiline,may_treat,Elimination Disorders
D004775,6646,maprotiline,may_treat,Enuresis
D019964,6646,maprotiline,may_treat,Mood Disorders
D016584,6646,maprotiline,may_treat,Panic Disorder
D019966,6646,maprotiline,may_treat,Substance-Related Disorders
D015819,6664,mazindol,ci_with,"Substance Abuse, Intravenous"
D019966,6664,mazindol,ci_with,Substance-Related Disorders
D065886,6673,mecamylamine,may_treat,Neurodevelopmental Disorders
D013981,6673,mecamylamine,may_treat,Tic Disorders
D005879,6673,mecamylamine,may_treat,Tourette Syndrome
D019973,29421,mecobalamin,may_treat,Alcohol-Related Disorders
D019966,29421,mecobalamin,may_treat,Substance-Related Disorders
D001008,6680,medazepam,may_treat,Anxiety Disorders
D001008,6694,mefloquine,ci_with,Anxiety Disorders
D011618,6694,mefloquine,ci_with,Psychotic Disorders
D019967,6694,mefloquine,ci_with,Schizophrenia Spectrum and Other Psychotic Disorders
D020920,6711,melatonin,may_prevent,Dyssomnias
D020179,6711,melatonin,may_prevent,Jet Lag Syndrome
D020178,6711,melatonin,may_prevent,"Sleep Disorders, Circadian Rhythm"
D012893,6711,melatonin,may_prevent,Sleep Wake Disorders
D003866,6711,melatonin,may_treat,Depressive Disorder
D020920,6711,melatonin,may_treat,Dyssomnias
D020179,6711,melatonin,may_treat,Jet Lag Syndrome
D019964,6711,melatonin,may_treat,Mood Disorders
D016574,6711,melatonin,may_treat,Seasonal Affective Disorder
D020178,6711,melatonin,may_treat,"Sleep Disorders, Circadian Rhythm"
D012893,6711,melatonin,may_treat,Sleep Wake Disorders
D000544,6719,memantine,may_treat,Alzheimer Disease
D003704,6719,memantine,may_treat,Dementia
D019965,6719,memantine,may_treat,Neurocognitive Disorders
D001008,6760,meprobamate,may_treat,Anxiety Disorders
D003244,6779,mesoridazine,ci_with,Consciousness Disorders
D019973,6779,mesoridazine,may_treat,Alcohol-Related Disorders
D000437,6779,mesoridazine,may_treat,Alcoholism
D011618,6779,mesoridazine,may_treat,Psychotic Disorders
D012559,6779,mesoridazine,may_treat,Schizophrenia
D019967,6779,mesoridazine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D019966,6779,mesoridazine,may_treat,Substance-Related Disorders
D019966,6782,mestranol,ci_with,Substance-Related Disorders
D014029,6782,mestranol,ci_with,Tobacco Use Disorder
D000079524,6813,methadone,may_treat,Narcotic-Related Disorders
D009293,6813,methadone,may_treat,Opioid-Related Disorders
D019966,6813,methadone,may_treat,Substance-Related Disorders
D065886,6816,methamphetamine,ci_with,Neurodevelopmental Disorders
D015819,6816,methamphetamine,ci_with,"Substance Abuse, Intravenous"
D019966,6816,methamphetamine,ci_with,Substance-Related Disorders
D013981,6816,methamphetamine,ci_with,Tic Disorders
D005879,6816,methamphetamine,ci_with,Tourette Syndrome
D001289,6816,methamphetamine,may_treat,Attention Deficit Disorder with Hyperactivity
D019958,6816,methamphetamine,may_treat,Attention Deficit and Disruptive Behavior Disorders
D006970,6816,methamphetamine,may_treat,Disorders of Excessive Somnolence
D020920,6816,methamphetamine,may_treat,Dyssomnias
D009290,6816,methamphetamine,may_treat,Narcolepsy
D065886,6816,methamphetamine,may_treat,Neurodevelopmental Disorders
D020919,6816,methamphetamine,may_treat,"Sleep Disorders, Intrinsic"
D012893,6816,methamphetamine,may_treat,Sleep Wake Disorders
D020920,6823,methaqualone,may_treat,Dyssomnias
D020919,6823,methaqualone,may_treat,"Sleep Disorders, Intrinsic"
D007319,6823,methaqualone,may_treat,Sleep Initiation and Maintenance Disorders
D012893,6823,methaqualone,may_treat,Sleep Wake Disorders
D003244,29648,methdilazine,ci_with,Consciousness Disorders
D019973,6851,methotrexate,ci_with,Alcohol-Related Disorders
D019966,6851,methotrexate,ci_with,Substance-Related Disorders
D003244,6852,methotrimeprazine,ci_with,Consciousness Disorders
D001008,6852,methotrimeprazine,may_treat,Anxiety Disorders
D001714,6852,methotrimeprazine,may_treat,Bipolar Disorder
D000068105,6852,methotrimeprazine,may_treat,Bipolar and Related Disorders
D019964,6852,methotrimeprazine,may_treat,Mood Disorders
D011618,6852,methotrimeprazine,may_treat,Psychotic Disorders
D012559,6852,methotrimeprazine,may_treat,Schizophrenia
D019967,6852,methotrimeprazine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D001008,6901,methylphenidate,ci_with,Anxiety Disorders
D065886,6901,methylphenidate,ci_with,Neurodevelopmental Disorders
D013981,6901,methylphenidate,ci_with,Tic Disorders
D005879,6901,methylphenidate,ci_with,Tourette Syndrome
D001289,6901,methylphenidate,may_treat,Attention Deficit Disorder with Hyperactivity
D019958,6901,methylphenidate,may_treat,Attention Deficit and Disruptive Behavior Disorders
D003866,6901,methylphenidate,may_treat,Depressive Disorder
D006970,6901,methylphenidate,may_treat,Disorders of Excessive Somnolence
D020920,6901,methylphenidate,may_treat,Dyssomnias
D019964,6901,methylphenidate,may_treat,Mood Disorders
D009290,6901,methylphenidate,may_treat,Narcolepsy
D065886,6901,methylphenidate,may_treat,Neurodevelopmental Disorders
D020919,6901,methylphenidate,may_treat,"Sleep Disorders, Intrinsic"
D012893,6901,methylphenidate,may_treat,Sleep Wake Disorders
D007172,6904,methyltestosterone,may_treat,Erectile Dysfunction
D020018,6904,methyltestosterone,may_treat,"Sexual Dysfunctions, Psychological"
D020920,6910,methyprylon,may_treat,Dyssomnias
D020919,6910,methyprylon,may_treat,"Sleep Disorders, Intrinsic"
D007319,6910,methyprylon,may_treat,Sleep Initiation and Maintenance Disorders
D012893,6910,methyprylon,may_treat,Sleep Wake Disorders
D003244,6916,metolazone,ci_with,Consciousness Disorders
D001008,6960,midazolam,may_treat,Anxiety Disorders
D003866,588250,milnacipran,may_treat,Depressive Disorder
D003865,588250,milnacipran,may_treat,Major Depressive Disorder
D019964,588250,milnacipran,may_treat,Mood Disorders
D003866,15996,mirtazapine,may_treat,Depressive Disorder
D019964,15996,mirtazapine,may_treat,Mood Disorders
D001289,30125,modafinil,may_treat,Attention Deficit Disorder with Hyperactivity
D019958,30125,modafinil,may_treat,Attention Deficit and Disruptive Behavior Disorders
D006970,30125,modafinil,may_treat,Disorders of Excessive Somnolence
D020920,30125,modafinil,may_treat,Dyssomnias
D009290,30125,modafinil,may_treat,Narcolepsy
D065886,30125,modafinil,may_treat,Neurodevelopmental Disorders
D020919,30125,modafinil,may_treat,"Sleep Disorders, Intrinsic"
D012893,30125,modafinil,may_treat,Sleep Wake Disorders
D003244,7019,molindone,ci_with,Consciousness Disorders
D011618,7019,molindone,may_treat,Psychotic Disorders
D012559,7019,molindone,may_treat,Schizophrenia
D019967,7019,molindone,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D000076064,31479,nalmefene,may_treat,Drug Misuse
D062787,31479,nalmefene,may_treat,Drug Overdose
D000079524,31479,nalmefene,may_treat,Narcotic-Related Disorders
D009293,31479,nalmefene,may_treat,Opioid-Related Disorders
D063487,31479,nalmefene,may_treat,Prescription Drug Misuse
D019966,31479,nalmefene,may_treat,Substance-Related Disorders
D000079524,7242,naloxone,may_treat,Narcotic-Related Disorders
D009293,7242,naloxone,may_treat,Opioid-Related Disorders
D019966,7242,naloxone,may_treat,Substance-Related Disorders
D000079524,7243,naltrexone,ci_with,Narcotic-Related Disorders
D009293,7243,naltrexone,ci_with,Opioid-Related Disorders
D019966,7243,naltrexone,ci_with,Substance-Related Disorders
D019973,7243,naltrexone,may_treat,Alcohol-Related Disorders
D000437,7243,naltrexone,may_treat,Alcoholism
D000076064,7243,naltrexone,may_treat,Drug Misuse
D062787,7243,naltrexone,may_treat,Drug Overdose
D000079524,7243,naltrexone,may_treat,Narcotic-Related Disorders
D009293,7243,naltrexone,may_treat,Opioid-Related Disorders
D063487,7243,naltrexone,may_treat,Prescription Drug Misuse
D019966,7243,naltrexone,may_treat,Substance-Related Disorders
D003866,31565,nefazodone,may_treat,Depressive Disorder
D019964,31565,nefazodone,may_treat,Mood Disorders
D013313,31565,nefazodone,may_treat,"Stress Disorders, Post-Traumatic"
D040921,31565,nefazodone,may_treat,"Stress Disorders, Traumatic"
D000068099,31565,nefazodone,may_treat,Trauma and Stressor Related Disorders
D013375,7407,nicotine,may_prevent,Substance Withdrawal Syndrome
D019966,7407,nicotine,may_prevent,Substance-Related Disorders
D019966,7407,nicotine,may_treat,Substance-Related Disorders
D014029,7407,nicotine,may_treat,Tobacco Use Disorder
D020920,7440,nitrazepam,may_treat,Dyssomnias
D020919,7440,nitrazepam,may_treat,"Sleep Disorders, Intrinsic"
D007319,7440,nitrazepam,may_treat,Sleep Initiation and Maintenance Disorders
D012893,7440,nitrazepam,may_treat,Sleep Wake Disorders
D000430,7486,nitrous oxide,may_treat,Alcohol Withdrawal Delirium
D019973,7486,nitrous oxide,may_treat,Alcohol-Related Disorders
D013375,7486,nitrous oxide,may_treat,Substance Withdrawal Syndrome
D019966,7486,nitrous oxide,may_treat,Substance-Related Disorders
D001008,3155,nordazepam,may_treat,Anxiety Disorders
D019966,326374,norelgestromin,ci_with,Substance-Related Disorders
D014029,326374,norelgestromin,ci_with,Tobacco Use Disorder
D019966,31994,norgestimate,ci_with,Substance-Related Disorders
D014029,31994,norgestimate,ci_with,Tobacco Use Disorder
D001008,7531,nortriptyline,may_treat,Anxiety Disorders
D001289,7531,nortriptyline,may_treat,Attention Deficit Disorder with Hyperactivity
D019958,7531,nortriptyline,may_treat,Attention Deficit and Disruptive Behavior Disorders
D003866,7531,nortriptyline,may_treat,Depressive Disorder
D019960,7531,nortriptyline,may_treat,Elimination Disorders
D004775,7531,nortriptyline,may_treat,Enuresis
D019964,7531,nortriptyline,may_treat,Mood Disorders
D065886,7531,nortriptyline,may_treat,Neurodevelopmental Disorders
D001714,61381,olanzapine,may_treat,Bipolar Disorder
D000068105,61381,olanzapine,may_treat,Bipolar and Related Disorders
D019964,61381,olanzapine,may_treat,Mood Disorders
D011618,61381,olanzapine,may_treat,Psychotic Disorders
D012559,61381,olanzapine,may_treat,Schizophrenia
D019967,61381,olanzapine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D019973,26225,ondansetron,may_treat,Alcohol-Related Disorders
D000437,26225,ondansetron,may_treat,Alcoholism
D019966,26225,ondansetron,may_treat,Substance-Related Disorders
D004414,1370971,ospemifene,may_treat,Dyspareunia
D020018,1370971,ospemifene,may_treat,"Sexual Dysfunctions, Psychological"
D011618,7781,oxazepam,ci_with,Psychotic Disorders
D019967,7781,oxazepam,ci_with,Schizophrenia Spectrum and Other Psychotic Disorders
D000430,7781,oxazepam,may_treat,Alcohol Withdrawal Delirium
D019973,7781,oxazepam,may_treat,Alcohol-Related Disorders
D001008,7781,oxazepam,may_treat,Anxiety Disorders
D013375,7781,oxazepam,may_treat,Substance Withdrawal Syndrome
D019966,7781,oxazepam,may_treat,Substance-Related Disorders
D002658,2387302,oxybate,ci_with,Developmental Disabilities
D065886,2387302,oxybate,ci_with,Neurodevelopmental Disorders
D002385,2387302,oxybate,may_treat,Cataplexy
D006970,2387302,oxybate,may_treat,Disorders of Excessive Somnolence
D020920,2387302,oxybate,may_treat,Dyssomnias
D009290,2387302,oxybate,may_treat,Narcolepsy
D020919,2387302,oxybate,may_treat,"Sleep Disorders, Intrinsic"
D012893,2387302,oxybate,may_treat,Sleep Wake Disorders
D020920,2288236,ozanimod,ci_with,Dyssomnias
D020919,2288236,ozanimod,ci_with,"Sleep Disorders, Intrinsic"
D012893,2288236,ozanimod,ci_with,Sleep Wake Disorders
D001714,679314,paliperidone,may_treat,Bipolar Disorder
D000068105,679314,paliperidone,may_treat,Bipolar and Related Disorders
D003866,679314,paliperidone,may_treat,Depressive Disorder
D019964,679314,paliperidone,may_treat,Mood Disorders
D012559,679314,paliperidone,may_treat,Schizophrenia
D019967,679314,paliperidone,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D007172,7895,papaverine,may_treat,Erectile Dysfunction
D020018,7895,papaverine,may_treat,"Sexual Dysfunctions, Psychological"
D003693,7909,paraldehyde,may_treat,Delirium
D019965,7909,paraldehyde,may_treat,Neurocognitive Disorders
D001008,32937,paroxetine,may_treat,Anxiety Disorders
D003866,32937,paroxetine,may_treat,Depressive Disorder
D001068,32937,paroxetine,may_treat,Feeding and Eating Disorders
D019964,32937,paroxetine,may_treat,Mood Disorders
D009771,32937,paroxetine,may_treat,Obsessive-Compulsive Disorder
D016584,32937,paroxetine,may_treat,Panic Disorder
D010698,32937,paroxetine,may_treat,Phobic Disorders
D013313,32937,paroxetine,may_treat,"Stress Disorders, Post-Traumatic"
D040921,32937,paroxetine,may_treat,"Stress Disorders, Traumatic"
D000068099,32937,paroxetine,may_treat,Trauma and Stressor Related Disorders
D065886,7966,pemoline,ci_with,Neurodevelopmental Disorders
D011618,7966,pemoline,ci_with,Psychotic Disorders
D019967,7966,pemoline,ci_with,Schizophrenia Spectrum and Other Psychotic Disorders
D013981,7966,pemoline,ci_with,Tic Disorders
D005879,7966,pemoline,ci_with,Tourette Syndrome
D001289,7966,pemoline,may_treat,Attention Deficit Disorder with Hyperactivity
D019958,7966,pemoline,may_treat,Attention Deficit and Disruptive Behavior Disorders
D006970,7966,pemoline,may_treat,Disorders of Excessive Somnolence
D020920,7966,pemoline,may_treat,Dyssomnias
D009290,7966,pemoline,may_treat,Narcolepsy
D065886,7966,pemoline,may_treat,Neurodevelopmental Disorders
D020919,7966,pemoline,may_treat,"Sleep Disorders, Intrinsic"
D012893,7966,pemoline,may_treat,Sleep Wake Disorders
D011618,7974,penfluridol,may_treat,Psychotic Disorders
D019967,7974,penfluridol,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D007172,8013,pentoxifylline,may_treat,Erectile Dysfunction
D011618,8042,perazine,may_treat,Psychotic Disorders
D012559,8042,perazine,may_treat,Schizophrenia
D019967,8042,perazine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D065886,8047,pergolide,may_treat,Neurodevelopmental Disorders
D013981,8047,pergolide,may_treat,Tic Disorders
D005879,8047,pergolide,may_treat,Tourette Syndrome
D011618,8766,periciazine,may_treat,Psychotic Disorders
D019967,8766,periciazine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D003244,8076,perphenazine,ci_with,Consciousness Disorders
D003072,8076,perphenazine,may_treat,Cognition Disorders
D003704,8076,perphenazine,may_treat,Dementia
D006816,8076,perphenazine,may_treat,Huntington Disease
D019965,8076,perphenazine,may_treat,Neurocognitive Disorders
D065886,8076,perphenazine,may_treat,Neurodevelopmental Disorders
D011618,8076,perphenazine,may_treat,Psychotic Disorders
D012559,8076,perphenazine,may_treat,Schizophrenia
D019967,8076,perphenazine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D013375,8076,perphenazine,may_treat,Substance Withdrawal Syndrome
D019966,8076,perphenazine,may_treat,Substance-Related Disorders
D013981,8076,perphenazine,may_treat,Tic Disorders
D005879,8076,perphenazine,may_treat,Tourette Syndrome
D019966,33272,phendimetrazine,ci_with,Substance-Related Disorders
D003866,8123,phenelzine,may_treat,Depressive Disorder
