class_id,rxcui,generic_name,rela,condition_name
D019964,8123,phenelzine,may_treat,Mood Disorders
D015819,8133,phenmetrazine,ci_with,"Substance Abuse, Intravenous"
D019966,8133,phenmetrazine,ci_with,Substance-Related Disorders
D019973,8150,phenprocoumon,ci_with,Alcohol-Related Disorders
D000437,8150,phenprocoumon,ci_with,Alcoholism
D019966,8150,phenprocoumon,ci_with,Substance-Related Disorders
D019966,8152,phentermine,ci_with,Substance-Related Disorders
D003866,8156,phenylalanine,may_treat,Depressive Disorder
D019964,8156,phenylalanine,may_treat,Mood Disorders
D003244,8331,pimozide,ci_with,Consciousness Disorders
D003072,8331,pimozide,may_treat,Cognition Disorders
D003704,8331,pimozide,may_treat,Dementia
D006816,8331,pimozide,may_treat,Huntington Disease
D019965,8331,pimozide,may_treat,Neurocognitive Disorders
D065886,8331,pimozide,may_treat,Neurodevelopmental Disorders
D011618,8331,pimozide,may_treat,Psychotic Disorders
D019967,8331,pimozide,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D013981,8331,pimozide,may_treat,Tic Disorders
D005879,8331,pimozide,may_treat,Tourette Syndrome
D012559,33739,pipamperone,may_treat,Schizophrenia
D019967,33739,pipamperone,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D012559,8338,piperacetazine,may_treat,Schizophrenia
D019967,8338,piperacetazine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D012559,8348,pipothiazine,may_treat,Schizophrenia
D019967,8348,pipothiazine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D012893,2197878,pitolisant,may_treat,Sleep Wake Disorders
D000076064,34345,pralidoxime,may_treat,Drug Misuse
D062787,34345,pralidoxime,may_treat,Drug Overdose
D063487,34345,pralidoxime,may_treat,Prescription Drug Misuse
D019966,34345,pralidoxime,may_treat,Substance-Related Disorders
D003866,746741,pramipexole,may_treat,Depressive Disorder
D019964,746741,pramipexole,may_treat,Mood Disorders
D004414,3143,prasterone,may_treat,Dyspareunia
D020018,3143,prasterone,may_treat,"Sexual Dysfunctions, Psychological"
D019968,3143,prasterone,may_treat,Sexual and Gender Disorders
D000430,8627,prazepam,may_treat,Alcohol Withdrawal Delirium
D019973,8627,prazepam,may_treat,Alcohol-Related Disorders
D001008,8627,prazepam,may_treat,Anxiety Disorders
D013375,8627,prazepam,may_treat,Substance Withdrawal Syndrome
D019966,8627,prazepam,may_treat,Substance-Related Disorders
D013375,8701,procaine,may_treat,Substance Withdrawal Syndrome
D019966,8701,procaine,may_treat,Substance-Related Disorders
D019973,8702,procarbazine,ci_with,Alcohol-Related Disorders
D000435,8702,procarbazine,ci_with,Alcoholic Intoxication
D019966,8702,procarbazine,ci_with,Substance-Related Disorders
D019973,8704,prochlorperazine,ci_with,Alcohol-Related Disorders
D000437,8704,prochlorperazine,ci_with,Alcoholism
D003244,8704,prochlorperazine,ci_with,Consciousness Disorders
D019966,8704,prochlorperazine,ci_with,Substance-Related Disorders
D001008,8704,prochlorperazine,may_treat,Anxiety Disorders
D003704,8704,prochlorperazine,may_treat,Dementia
D019965,8704,prochlorperazine,may_treat,Neurocognitive Disorders
D011618,8704,prochlorperazine,may_treat,Psychotic Disorders
D012559,8704,prochlorperazine,may_treat,Schizophrenia
D019967,8704,prochlorperazine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D003244,8742,promazine,ci_with,Consciousness Disorders
D011618,8742,promazine,may_treat,Psychotic Disorders
D012559,8742,promazine,may_treat,Schizophrenia
D019967,8742,promazine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D003244,8745,promethazine,ci_with,Consciousness Disorders
D001008,8770,propiomazine,may_treat,Anxiety Disorders
D020920,8770,propiomazine,may_treat,Dyssomnias
D020919,8770,propiomazine,may_treat,"Sleep Disorders, Intrinsic"
D007319,8770,propiomazine,may_treat,Sleep Initiation and Maintenance Disorders
D012893,8770,propiomazine,may_treat,Sleep Wake Disorders
D003693,8782,propofol,may_treat,Delirium
D019965,8782,propofol,may_treat,Neurocognitive Disorders
D001008,8787,propranolol,may_treat,Anxiety Disorders
D016584,8787,propranolol,may_treat,Panic Disorder
D000076064,8825,protamine sulfate (USP),may_treat,Drug Misuse
D062787,8825,protamine sulfate (USP),may_treat,Drug Overdose
D063487,8825,protamine sulfate (USP),may_treat,Prescription Drug Misuse
D019966,8825,protamine sulfate (USP),may_treat,Substance-Related Disorders
D000076064,8826,protamines,may_treat,Drug Misuse
D062787,8826,protamines,may_treat,Drug Overdose
D063487,8826,protamines,may_treat,Prescription Drug Misuse
D019966,8826,protamines,may_treat,Substance-Related Disorders
D003866,8886,protriptyline,may_treat,Depressive Disorder
D019964,8886,protriptyline,may_treat,Mood Disorders
D020920,35185,quazepam,ci_with,Dyssomnias
D020919,35185,quazepam,ci_with,"Sleep Disorders, Intrinsic"
D012893,35185,quazepam,ci_with,Sleep Wake Disorders
D020920,35185,quazepam,may_treat,Dyssomnias
D020919,35185,quazepam,may_treat,"Sleep Disorders, Intrinsic"
D007319,35185,quazepam,may_treat,Sleep Initiation and Maintenance Disorders
D012893,35185,quazepam,may_treat,Sleep Wake Disorders
D003244,51272,quetiapine,ci_with,Consciousness Disorders
D000067877,51272,quetiapine,may_treat,Autism Spectrum Disorder
D001321,51272,quetiapine,may_treat,Autistic Disorder
D001714,51272,quetiapine,may_treat,Bipolar Disorder
D000068105,51272,quetiapine,may_treat,Bipolar and Related Disorders
D002659,51272,quetiapine,may_treat,"Child Development Disorders, Pervasive"
D003866,51272,quetiapine,may_treat,Depressive Disorder
D003865,51272,quetiapine,may_treat,Major Depressive Disorder
D019964,51272,quetiapine,may_treat,Mood Disorders
D065886,51272,quetiapine,may_treat,Neurodevelopmental Disorders
D011618,51272,quetiapine,may_treat,Psychotic Disorders
D012559,51272,quetiapine,may_treat,Schizophrenia
D019967,51272,quetiapine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D000076064,9100,racemethionine,may_treat,Drug Misuse
D062787,9100,racemethionine,may_treat,Drug Overdose
D063487,9100,racemethionine,may_treat,Prescription Drug Misuse
D019966,9100,racemethionine,may_treat,Substance-Related Disorders
D020920,596205,ramelteon,may_treat,Dyssomnias
D020919,596205,ramelteon,may_treat,"Sleep Disorders, Intrinsic"
D007319,596205,ramelteon,may_treat,Sleep Initiation and Maintenance Disorders
D012893,596205,ramelteon,may_treat,Sleep Wake Disorders
D001008,60842,reboxetine,may_treat,Anxiety Disorders
D001289,60842,reboxetine,may_treat,Attention Deficit Disorder with Hyperactivity
D019958,60842,reboxetine,may_treat,Attention Deficit and Disruptive Behavior Disorders
D065886,60842,reboxetine,may_treat,Neurodevelopmental Disorders
D016584,60842,reboxetine,may_treat,Panic Disorder
D003866,9260,reserpine,ci_with,Depressive Disorder
D019964,9260,reserpine,ci_with,Mood Disorders
D012559,9260,reserpine,may_treat,Schizophrenia
D019967,9260,reserpine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D000067877,35636,risperidone,may_treat,Autism Spectrum Disorder
D001321,35636,risperidone,may_treat,Autistic Disorder
D001714,35636,risperidone,may_treat,Bipolar Disorder
D000068105,35636,risperidone,may_treat,Bipolar and Related Disorders
D002659,35636,risperidone,may_treat,"Child Development Disorders, Pervasive"
D003704,35636,risperidone,may_treat,Dementia
D019964,35636,risperidone,may_treat,Mood Disorders
D019965,35636,risperidone,may_treat,Neurocognitive Disorders
D065886,35636,risperidone,may_treat,Neurodevelopmental Disorders
D012559,35636,risperidone,may_treat,Schizophrenia
D019967,35636,risperidone,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D013981,35636,risperidone,may_treat,Tic Disorders
D005879,35636,risperidone,may_treat,Tourette Syndrome
D000544,183379,rivastigmine,may_treat,Alzheimer Disease
D003704,183379,rivastigmine,may_treat,Dementia
D019965,183379,rivastigmine,may_treat,Neurocognitive Disorders
D020920,616739,rotigotine,may_treat,Dyssomnias
D020447,616739,rotigotine,may_treat,Parasomnias
D012148,616739,rotigotine,may_treat,Restless Legs Syndrome
D020919,616739,rotigotine,may_treat,"Sleep Disorders, Intrinsic"
D012893,616739,rotigotine,may_treat,Sleep Wake Disorders
D001714,2559612,samidorphan,may_treat,Bipolar Disorder
D000068105,2559612,samidorphan,may_treat,Bipolar and Related Disorders
D019964,2559612,samidorphan,may_treat,Mood Disorders
D012559,2559612,samidorphan,may_treat,Schizophrenia
D019967,2559612,samidorphan,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D020920,9624,secobarbital,may_treat,Dyssomnias
D020919,9624,secobarbital,may_treat,"Sleep Disorders, Intrinsic"
D007319,9624,secobarbital,may_treat,Sleep Initiation and Maintenance Disorders
D012893,9624,secobarbital,may_treat,Sleep Wake Disorders
D000544,9639,selegiline,may_treat,Alzheimer Disease
D001289,9639,selegiline,may_treat,Attention Deficit Disorder with Hyperactivity
D019958,9639,selegiline,may_treat,Attention Deficit and Disruptive Behavior Disorders
D003704,9639,selegiline,may_treat,Dementia
D003866,9639,selegiline,may_treat,Depressive Disorder
D019964,9639,selegiline,may_treat,Mood Disorders
D019965,9639,selegiline,may_treat,Neurocognitive Disorders
D065886,9639,selegiline,may_treat,Neurodevelopmental Disorders
D012559,9639,selegiline,may_treat,Schizophrenia
D019967,9639,selegiline,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D001289,2562176,serdexmethylphenidate,may_treat,Attention Deficit Disorder with Hyperactivity
D019958,2562176,serdexmethylphenidate,may_treat,Attention Deficit and Disruptive Behavior Disorders
D065886,2562176,serdexmethylphenidate,may_treat,Neurodevelopmental Disorders
D012559,41996,sertindole,may_treat,Schizophrenia
D019967,41996,sertindole,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D001008,36437,sertraline,may_treat,Anxiety Disorders
D003866,36437,sertraline,may_treat,Depressive Disorder
D001068,36437,sertraline,may_treat,Feeding and Eating Disorders
D019964,36437,sertraline,may_treat,Mood Disorders
D009771,36437,sertraline,may_treat,Obsessive-Compulsive Disorder
D016584,36437,sertraline,may_treat,Panic Disorder
D013313,36437,sertraline,may_treat,"Stress Disorders, Post-Traumatic"
D040921,36437,sertraline,may_treat,"Stress Disorders, Traumatic"
D000068099,36437,sertraline,may_treat,Trauma and Stressor Related Disorders
D000856,36514,sibutramine,ci_with,Anorexia Nervosa
D052018,36514,sibutramine,ci_with,Bulimia Nervosa
D001068,36514,sibutramine,ci_with,Feeding and Eating Disorders
D007172,136411,sildenafil,may_treat,Erectile Dysfunction
D000076064,36676,sodium bicarbonate,may_treat,Drug Misuse
D062787,36676,sodium bicarbonate,may_treat,Drug Overdose
D063487,36676,sodium bicarbonate,may_treat,Prescription Drug Misuse
D019966,36676,sodium bicarbonate,may_treat,Substance-Related Disorders
D008607,56570,somatrem,may_treat,Intellectual Disability
D008607,2644503,somatrogon,ci_with,Intellectual Disability
D008607,61148,somatropin,ci_with,Intellectual Disability
D008607,61148,somatropin,may_treat,Intellectual Disability
D006970,1547099,suvorexant,ci_with,Disorders of Excessive Somnolence
D020920,1547099,suvorexant,ci_with,Dyssomnias
D009290,1547099,suvorexant,ci_with,Narcolepsy
D020919,1547099,suvorexant,ci_with,"Sleep Disorders, Intrinsic"
D012893,1547099,suvorexant,ci_with,Sleep Wake Disorders
D020920,1547099,suvorexant,may_treat,Dyssomnias
D020919,1547099,suvorexant,may_treat,"Sleep Disorders, Intrinsic"
D007319,1547099,suvorexant,may_treat,Sleep Initiation and Maintenance Disorders
D012893,1547099,suvorexant,may_treat,Sleep Wake Disorders
D000544,10318,tacrine,may_treat,Alzheimer Disease
D003704,10318,tacrine,may_treat,Dementia
D019965,10318,tacrine,may_treat,Neurocognitive Disorders
D007172,358263,tadalafil,may_treat,Erectile Dysfunction
D020920,1490468,tasimelteon,may_treat,Dyssomnias
D020178,1490468,tasimelteon,may_treat,"Sleep Disorders, Circadian Rhythm"
D012893,1490468,tasimelteon,may_treat,Sleep Wake Disorders
D001008,10355,temazepam,may_treat,Anxiety Disorders
D003866,10355,temazepam,may_treat,Depressive Disorder
D020920,10355,temazepam,may_treat,Dyssomnias
D019964,10355,temazepam,may_treat,Mood Disorders
D016584,10355,temazepam,may_treat,Panic Disorder
D020919,10355,temazepam,may_treat,"Sleep Disorders, Intrinsic"
D007319,10355,temazepam,may_treat,Sleep Initiation and Maintenance Disorders
D012893,10355,temazepam,may_treat,Sleep Wake Disorders
D003072,10390,tetrabenazine,may_treat,Cognition Disorders
D003704,10390,tetrabenazine,may_treat,Dementia
D006816,10390,tetrabenazine,may_treat,Huntington Disease
D019965,10390,tetrabenazine,may_treat,Neurocognitive Disorders
D001008,37985,tetrazepam,may_treat,Anxiety Disorders
D001008,10437,theobromine,may_treat,Anxiety Disorders
D019973,10454,thiamine,may_treat,Alcohol-Related Disorders
D019966,10454,thiamine,may_treat,Substance-Related Disorders
D014899,10454,thiamine,may_treat,Wernicke Encephalopathy
D001008,10464,thiamylal,may_treat,Anxiety Disorders
D020920,38077,thiobutabarbital,may_treat,Dyssomnias
D020919,38077,thiobutabarbital,may_treat,"Sleep Disorders, Intrinsic"
D007319,38077,thiobutabarbital,may_treat,Sleep Initiation and Maintenance Disorders
D012893,38077,thiobutabarbital,may_treat,Sleep Wake Disorders
D003244,10502,thioridazine,ci_with,Consciousness Disorders
D011618,10502,thioridazine,may_treat,Psychotic Disorders
D012559,10502,thioridazine,may_treat,Schizophrenia
D019967,10502,thioridazine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D003244,10510,thiothixene,ci_with,Consciousness Disorders
D011618,10510,thiothixene,may_treat,Psychotic Disorders
D012559,10510,thiothixene,may_treat,Schizophrenia
D019967,10510,thiothixene,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D001714,31914,tiagabine,may_treat,Bipolar Disorder
D000068105,31914,tiagabine,may_treat,Bipolar and Related Disorders
D019964,31914,tiagabine,may_treat,Mood Disorders
D020920,38260,tibolone,may_treat,Dyssomnias
D020919,38260,tibolone,may_treat,"Sleep Disorders, Intrinsic"
D007319,38260,tibolone,may_treat,Sleep Initiation and Maintenance Disorders
D012893,38260,tibolone,may_treat,Sleep Wake Disorders
D008607,2740012,tividenofusp alfa,may_treat,Intellectual Disability
D000544,314875,"tocopheryl acid succinate,D-alpha",may_prevent,Alzheimer Disease
D003704,314875,"tocopheryl acid succinate,D-alpha",may_prevent,Dementia
D019965,314875,"tocopheryl acid succinate,D-alpha",may_prevent,Neurocognitive Disorders
D000544,314875,"tocopheryl acid succinate,D-alpha",may_treat,Alzheimer Disease
D003704,314875,"tocopheryl acid succinate,D-alpha",may_treat,Dementia
D019965,314875,"tocopheryl acid succinate,D-alpha",may_treat,Neurocognitive Disorders
D001008,38365,tofisopam,may_treat,Anxiety Disorders
D013375,38365,tofisopam,may_treat,Substance Withdrawal Syndrome
D019966,38365,tofisopam,may_treat,Substance-Related Disorders
D001714,38404,topiramate,may_treat,Bipolar Disorder
D000068105,38404,topiramate,may_treat,Bipolar and Related Disorders
D019964,38404,topiramate,may_treat,Mood Disorders
D000079524,10689,tramadol,ci_with,Narcotic-Related Disorders
D009293,10689,tramadol,ci_with,Opioid-Related Disorders
D019966,10689,tramadol,ci_with,Substance-Related Disorders
D003866,10734,tranylcypromine,may_treat,Depressive Disorder
D019964,10734,tranylcypromine,may_treat,Mood Disorders
D013313,10734,tranylcypromine,may_treat,"Stress Disorders, Post-Traumatic"
D040921,10734,tranylcypromine,may_treat,"Stress Disorders, Traumatic"
D000068099,10734,tranylcypromine,may_treat,Trauma and Stressor Related Disorders
D003866,10737,trazodone,may_treat,Depressive Disorder
D020920,10737,trazodone,may_treat,Dyssomnias
D019964,10737,trazodone,may_treat,Mood Disorders
D020919,10737,trazodone,may_treat,"Sleep Disorders, Intrinsic"
D007319,10737,trazodone,may_treat,Sleep Initiation and Maintenance Disorders
D012893,10737,trazodone,may_treat,Sleep Wake Disorders
D020920,10767,triazolam,may_treat,Dyssomnias
D020919,10767,triazolam,may_treat,"Sleep Disorders, Intrinsic"
D007319,10767,triazolam,may_treat,Sleep Initiation and Maintenance Disorders
D012893,10767,triazolam,may_treat,Sleep Wake Disorders
D000544,1314420,tricaprylin,may_treat,Alzheimer Disease
D003704,1314420,tricaprylin,may_treat,Dementia
D019965,1314420,tricaprylin,may_treat,Neurocognitive Disorders
D003244,10800,trifluoperazine,ci_with,Consciousness Disorders
D001008,10800,trifluoperazine,may_treat,Anxiety Disorders
D011618,10800,trifluoperazine,may_treat,Psychotic Disorders
D012559,10800,trifluoperazine,may_treat,Schizophrenia
D019967,10800,trifluoperazine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D011618,10804,trifluperidol,may_treat,Psychotic Disorders
D019967,10804,trifluperidol,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D011618,10805,triflupromazine,may_treat,Psychotic Disorders
D019967,10805,triflupromazine,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D003244,10825,trimeprazine,ci_with,Consciousness Disorders
D003866,10834,trimipramine,may_treat,Depressive Disorder
D019964,10834,trimipramine,may_treat,Mood Disorders
D008607,2632852,trofinetide,may_treat,Intellectual Disability
D020920,10898,tryptophan,may_treat,Dyssomnias
D020919,10898,tryptophan,may_treat,"Sleep Disorders, Intrinsic"
D007319,10898,tryptophan,may_treat,Sleep Initiation and Maintenance Disorders
D012893,10898,tryptophan,may_treat,Sleep Wake Disorders
D003072,21406,ubidecarenone,may_treat,Cognition Disorders
D003704,21406,ubidecarenone,may_treat,Dementia
D006816,21406,ubidecarenone,may_treat,Huntington Disease
D019965,21406,ubidecarenone,may_treat,Neurocognitive Disorders
D000076064,11017,uridine,may_treat,Drug Misuse
D062787,11017,uridine,may_treat,Drug Overdose
D063487,11017,uridine,may_treat,Prescription Drug Misuse
D019966,11017,uridine,may_treat,Substance-Related Disorders
D000076064,1665222,uridine triacetate,may_treat,Drug Misuse
D062787,1665222,uridine triacetate,may_treat,Drug Overdose
D063487,1665222,uridine triacetate,may_treat,Prescription Drug Misuse
D019966,1665222,uridine triacetate,may_treat,Substance-Related Disorders
D020920,253206,valerian root extract,may_treat,Dyssomnias
D020919,253206,valerian root extract,may_treat,"Sleep Disorders, Intrinsic"
D007319,253206,valerian root extract,may_treat,Sleep Initiation and Maintenance Disorders
D012893,253206,valerian root extract,may_treat,Sleep Wake Disorders
D007172,306674,vardenafil,may_treat,Erectile Dysfunction
D001008,39786,venlafaxine,may_treat,Anxiety Disorders
D001289,39786,venlafaxine,may_treat,Attention Deficit Disorder with Hyperactivity
D019958,39786,venlafaxine,may_treat,Attention Deficit and Disruptive Behavior Disorders
D000067877,39786,venlafaxine,may_treat,Autism Spectrum Disorder
D001321,39786,venlafaxine,may_treat,Autistic Disorder
D002659,39786,venlafaxine,may_treat,"Child Development Disorders, Pervasive"
D003866,39786,venlafaxine,may_treat,Depressive Disorder
D019964,39786,venlafaxine,may_treat,Mood Disorders
D065886,39786,venlafaxine,may_treat,Neurodevelopmental Disorders
D009771,39786,venlafaxine,may_treat,Obsessive-Compulsive Disorder
D020920,1424884,vilanterol,may_treat,Dyssomnias
D020919,1424884,vilanterol,may_treat,"Sleep Disorders, Intrinsic"
D012893,1424884,vilanterol,may_treat,Sleep Wake Disorders
D003866,1086769,vilazodone,may_treat,Depressive Disorder
D003865,1086769,vilazodone,may_treat,Major Depressive Disorder
D019964,1086769,vilazodone,may_treat,Mood Disorders
D019973,11248,vitamin B12,may_treat,Alcohol-Related Disorders
D019966,11248,vitamin B12,may_treat,Substance-Related Disorders
D000544,11256,vitamin E,may_prevent,Alzheimer Disease
D003704,11256,vitamin E,may_prevent,Dementia
D019965,11256,vitamin E,may_prevent,Neurocognitive Disorders
D000544,11256,vitamin E,may_treat,Alzheimer Disease
D003704,11256,vitamin E,may_treat,Dementia
D019965,11256,vitamin E,may_treat,Neurocognitive Disorders
D003866,1455099,vortioxetine,may_treat,Depressive Disorder
D003865,1455099,vortioxetine,may_treat,Major Depressive Disorder
D019964,1455099,vortioxetine,may_treat,Mood Disorders
D019973,11289,warfarin,ci_with,Alcohol-Related Disorders
D000437,11289,warfarin,ci_with,Alcoholism
D019966,11289,warfarin,ci_with,Substance-Related Disorders
D012559,2694828,xanomeline,may_treat,Schizophrenia
D019967,2694828,xanomeline,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D007172,220982,yohimbine,may_treat,Erectile Dysfunction
D020018,220982,yohimbine,may_treat,"Sexual Dysfunctions, Psychological"
D020920,74667,zaleplon,may_treat,Dyssomnias
D020919,74667,zaleplon,may_treat,"Sleep Disorders, Intrinsic"
D007319,74667,zaleplon,may_treat,Sleep Initiation and Maintenance Disorders
D012893,74667,zaleplon,may_treat,Sleep Wake Disorders
D011618,68503,ziconotide,ci_with,Psychotic Disorders
D019967,68503,ziconotide,ci_with,Schizophrenia Spectrum and Other Psychotic Disorders
D065886,115698,ziprasidone,may_treat,Neurodevelopmental Disorders
D012559,115698,ziprasidone,may_treat,Schizophrenia
D019967,115698,ziprasidone,may_treat,Schizophrenia Spectrum and Other Psychotic Disorders
D013981,115698,ziprasidone,may_treat,Tic Disorders
D005879,115698,ziprasidone,may_treat,Tourette Syndrome
D020920,39993,zolpidem,may_treat,Dyssomnias
D020919,39993,zolpidem,may_treat,"Sleep Disorders, Intrinsic"
D007319,39993,zolpidem,may_treat,Sleep Initiation and Maintenance Disorders
D012893,39993,zolpidem,may_treat,Sleep Wake Disorders
D019052,2669905,zuranolone,may_treat,"Depression, Postpartum"
D003866,2669905,zuranolone,may_treat,Depressive Disorder
D019964,2669905,zuranolone,may_treat,Mood Disorders
